CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,Condition,Time,Session,IndicatedTrial,LatencyFirstLand,LatencyFirstLand2,LatencyFirstLandSummedAcrossCol_L_andCol_M,Total seconds in pt1 video (from when experimenter leaves view),"LatencyFirstTimeWithin20cmOfObject (pt2 latency starts at p2 video, so need to add total time of pt1 video to total)",LatencyFirstTimeWithin20cmOfObject (pt2 latency starts from pt1 beginning),LatencyFirstTouchToObject,LatencyFirstEnterTent,TotalDurationInTent,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView(sec),ClosestDistanceToApparatus,TrialEndTimeStamp,TrialDuration,Notes
2021-07-01,VK,C101AY 2021-01-20 ExpEnv fam T1 pt1,2021-01-20,ZM,C101AY,Environment,Familiar,1,,1,263.6,n/a,263.6,,263.8,,,357.6,1.8,2.2,258.8,1969.2,Near,2231.8,,
2021-06-29,VK,C101AY 2021-01-20 ExpEnv fam T1 pt2,2021-01-20,ZM,C101AY,Environment,Familiar,1,,1,n/a,37.8,37.8,,106.8,,,107,1,1.2,203.8,343.2,Near,549,,
2021-06-07,VK,C101AY 2021-01-20 ExpEnv nov T1 pt1,2021-01-20,ZM,C101AY,Environment,Novel,1,1,1,514.6,n/a,514.6,,n/a,,,n/a,n/a,n/a,83.6,1967.2,Far,0,,
2021-06-11,VK,C101AY 2021-01-20 ExpEnv nov T1 pt2,2021-01-20,ZM,C101AY,Environment,Novel,1,1,,n/a,75.2,75.2,2053,136.6,2189.6,,n/a,n/a,4.8,232.8,412.2,Near,649.6,,
2021-08-13,AJB,C101AY 2021-01-21 ExpObj fam T1 pt1,2021-01-21,ZM,C101AY,Object,Familiar,1,1,1,935.4,n/a,935.4,,938.8,,,n/a,n/a,7.8,103,2018.2,Near,2128.8,,
2021-08-13,AJB,C101AY 2021-01-21 ExpObj fam T1 pt2,2021-01-21,ZM,C101AY,Object,Familiar,1,1,1,n/a,570.2,570.2,,570.2,,,n/a,n/a,2.2,58.6,574,Near,634.6,,
2021-08-13,AJB,C101AY 2021-01-21 ExpObj nov T1 pt1,2021-01-21,ZM,C101AY,Object,Novel,1,1,1,1345.4,n/a,1345.4,,n/a,,,n/a,n/a,n/a,116.2,2144.4,Far,2260.4,,
2021-08-13,AJB,C101AY 2021-01-21 ExpObj nov T1 pt2,2021-01-21,ZM,C101AY,Object,Novel,1,1,1,n/a,61.2,61.2,,n/a,,,n/a,n/a,n/a,124.2,376,Far,500,,
2021-06-02,VK,C101AY 2021-01-29 ExpEnv fam T2 pt1,2021-01-29,n/a,C101AY,Environment,Familiar,2,1,,1929.8,n/a,1929.8,,1984.8,,,1930,76,2.8,193,2014.4,Near,2286,,
2021-06-02,VK,C101AY 2021-01-29 ExpEnv fam T2 pt2,2021-01-29,n/a,C101AY,Environment,Familiar,2,1,,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,444,Out of view,443.8,,
2021-06-07,VK,C101AY 2021-01-29 ExpEnv nov T2 pt1,2021-01-29,ZM,C101AY,Environment,Novel,2,1,,153.8,n/a,153.8,,281,281,,n/a,n/a,14.4,569.4,1731.4,Near,2315,,
2021-06-02,VK,C101AY 2021-01-29 ExpEnv nov T2 pt2,2021-01-29,ZM,C101AY,Environment,Novel,2,1,,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,433.6,Out of view,433.4,,
2021-08-13,AJB,C101AY 2021-01-31 ExpObj fam T2 pt1,2021-01-31,KM,C101AY,Object,Familiar,2,1,1,1070.2,n/a,1070.2,,1070.2,,,n/a,n/a,66.4,226,2013.2,Near,2305.4,,
2021-08-13,AJB,C101AY 2021-01-31 ExpObj fam T2 pt2,2021-01-31,KM,C101AY,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,407.4,OutOfView,407.4,,No Solomon output b/c bird did not come down
2021-08-13,AJB,C101AY 2021-01-31 ExpObj nov T2 pt1,2021-01-31,KM,C101AY,Object,Novel,2,1,1,139.8,n/a,139.8,,n/a,,,n/a,n/a,n/a,190,2110,Far,2299.8,,
2021-08-13,AJB,C101AY 2021-01-31 ExpObj nov T2 pt2,2021-01-31,KM,C101AY,Object,Novel,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,476,OutOfView,476,,No Solomon output b/c bird did not come down
2021-08-13,AJB,C102OO 2021-01-24 ExpObj fam T1 Pt1,2021-01-24,KM,C102OO,Object,Familiar,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,2206.2,OutOfView,2206.2,,No Solomon output b/c bird did not come down
2021-08-13,AJB,C102OO 2021-01-24 ExpObj fam T1 Pt2,2021-01-24,KM,C102OO,Object,Familiar,1,1,1,n/a,37.6,37.6,,190.2,,,n/a,n/a,19.8,159.8,358.4,Near,537.8,,
2021-08-13,AJB,C102OO 2021-01-24 ExpObj nov T1 Pt1,2021-01-24,KM,C102OO,Object,Novel,1,1,1,774.4,n/a,774.4,,n/a,,,n/a,n/a,n/a,215.4,1993.4,Far,2208.6,,
2021-08-13,AJB,C102OO 2021-01-24 ExpObj nov T1 Pt2,2021-01-24,KM,C102OO,Object,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,504.6,OutOfView,504.6,,No Solomon output b/c bird did not come down
2021-06-11,VK,C102OO 2021-01-25 ExpEnv fam T1 pt1,2021-01-25,ZM,C102OO,Environment,Familiar,1,1,1,960,n/a,960,,1269.2,,,1273,48,3.8,309.2,1838.8,Near,2199.6,,
2021-06-11,VK,C102OO 2021-01-25 ExpEnv fam T1 pt2,2021-01-25,ZM,C102OO,Environment,Familiar,1,1,1,n/a,422.4,422.4,,482.4,,,484.2,5.6,7.6,115.6,422.4,Near,551,,
2021-06-11,VK,C102OO 2021-01-25 ExpEnv nov T1 pt1,2021-01-25,ZM,C102OO,Environment,Novel,1,1,1,1049.2,n/a,1049.2,,n/a,,,n/a,0,0,238.2,1875.2,Far,2113.2,,
2021-06-11,VK,C102OO 2021-01-25 ExpEnv nov T1 pt2,2021-01-25,ZM,C102OO,Environment,Novel,1,1,1,n/a,0,0,2111,266.4,2377.4,,n/a,0,30.2,338.2,274.4,Near,642.6,,"Bird is already in view at beginning of the video, didn't count it as land because he already landed in the first part at the end of the video and it seems like he's at the same position at the beginning of this video"
2021-08-13,AJB,C102OO 2021-01-31 ExpObj fam T2 pt1,2021-01-31,KM,C102OO,Object,Familiar,2,1,1,2.2,n/a,2.2,,84.6,,,n/a,n/a,20.4,326,1816,Near,2162.2,,
2021-08-13,AJB,C102OO 2021-01-31 ExpObj fam T2 pt2,2021-01-31,KM,C102OO,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,514.6,OutOfView,514.6,,No Solomon output b/c bird did not come down
2021-08-13,AJB,C102OO 2021-01-31 ExpObj nov T2 pt1,2021-01-31,KM,C102OO,Object,Novel,2,1,1,680.8,n/a,680.8,,n/a,,,n/a,n/a,n/a,762.6,1514.8,Far,2227.2,,
2021-08-13,AJB,C102OO 2021-01-31 ExpObj nov T2 pt2,2021-01-31,KM,C102OO,Object,Novel,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,27.6,433.6,Far,461,,
2021-06-11,VK,C102OO 2021-02-01 ExpEnv fam T2 pt1,2021-02-01,ZM,C102OO,Environment,Familiar,2,1,1,7.2,n/a,7.2,,94,,,94.4,53.6,1.8,197.8,2032.2,Near,2283.4,,
2021-06-21,VK,C102OO 2021-02-01 ExpEnv fam T2 pt2,2021-02-01,ZM,C102OO,Environment,Familiar,2,1,1,n/a,396.4,396.4,,439.4,,,n/a,0,2.2,43,396.4,Near,441.4,,
2021-06-21,VK,C102OO 2021-02-01 ExpEnv nov T2 pt1,2021-02-01,ZM,C102OO,Environment,Novel,2,1,1,372.6,n/a,372.6,,543,543,,n/a,0,14.4,628.6,1652.6,Near,2295.4,,
2021-06-21,VK,C102OO 2021-02-01 ExpEnv nov T2 pt2,2021-02-01,ZM,C102OO,Environment,Novel,2,1,1,n/a,364.4,364.4,,n/a,,,n/a,0,0,67.2,364.4,Far,431.4,,
2021-08-19,AJB,C103SG 2021-01-26 ExpObj fam T1 pt1,2021-01-26,KM,C103SG,Object,Familiar,1,1,1,765,n/a,765,,765,,,n/a,n/a,44.8,235.4,1850.2,Near,2130.2,,
2021-08-19,AJB,C103SG 2021-01-26 ExpObj fam T1 pt2,2021-01-26,KM,C103SG,Object,Familiar,1,1,1,n/a,558,558,,559.6,,,n/a,n/a,2.2,19,567.6,Near,588.2,,
2021-06-21,VK,C103SG 2021-01-28 ExpEnv nov T1 pt1,2021-01-28,ZM,C103SG,Environment,Novel,1,1,,797.4,n/a,797.4,,n/a,2701,,n/a,0,0,48.4,2161,Far,2209.2,,
2021-06-21,VK,C103SG 2021-01-28 ExpEnv nov T1 pt2,2021-01-28,ZM,C103SG,Environment,Novel,1,1,,n/a,354.4,354.4,,n/a,,,n/a,0,0,123.6,562.6,Far,686,,
2021-08-19,AJB,C103SG 2021-01-26 ExpObj nov T1 pt1,2021-01-26,ZM,C103SG,Object,Novel,1,1,1,1479,n/a,1479,,n/a,,,n/a,n/a,n/a,43.8,2171.2,Far,2214.8,,
2021-08-19,AJB,C103SG 2021-01-26 ExpObj nov T1 pt2,2021-01-26,ZM,C103SG,Object,Novel,1,1,1,n/a,201,201,,n/a,,,n/a,n/a,n/a,95.2,535,Far,630,,
2021-06-22,VK,C103SG 2021-01-28 ExpEnv fam T1 pt1,2021-01-28,ZM,C103SG,Environment,Familiar,1,1,,380,n/a,380,,385.6,,,383.6,2,64.6,90.6,2136,Near,2293,,
2021-06-22,VK,C103SG 2021-01-28 ExpEnv fam T1 pt2,2021-01-28,ZM,C103SG,Environment,Familiar,1,1,,n/a,n/a,0,,n/a,,,n/a,0,0,0,427,Out of view,424.2,,
2021-08-19,AJB,C103SG 2021-02-03 ExpObj fam T2 pt1,2021-02-03,ZM,C103SG,Object,Familiar,2,1,1,195.6,n/a,195.6,,199.6,,,n/a,n/a,39.2,472.2,1772,Near,2283.2,,
2021-08-19,AJB,C103SG 2021-02-03 ExpObj fam T2 pt2,2021-02-03,ZM,C103SG,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,468,OutOfView,468,,No Solomon output b/c bird did not come down
2021-08-19,AJB,C103SG 2021-02-03 ExpObj nov T2 pt1,2021-02-03,ZM,C103SG,Object,Novel,2,1,1,400.8,n/a,400.8,,n/a,,,n/a,n/a,n/a,244.8,2051.4,Far,2296,,
2021-08-19,AJB,C103SG 2021-02-03 ExpObj nov T2 pt2,2021-02-03,ZM,C103SG,Object,Novel,2,1,1,n/a,112.6,112.6,,n/a,,,n/a,n/a,n/a,165.6,309,Far,474.4,,
2021-06-22,VK,C103SG 2021-02-04 ExpEnv fam T2 pt1,2021-02-04,ZM,C103SG,Environment,Familiar,2,1,1,95,n/a,95,,95.2,,,150,2,45.6,215.6,1971,Near,2234,,
2021-06-22,VK,C103SG 2021-02-04 ExpEnv fam T2 pt2,2021-02-04,ZM,C103SG,Environment,Familiar,2,1,1,n/a,485.2,485.2,,485,,,n/a,0,10.6,0,493,Near,503.4,,
2021-06-29,VK,C103SG 2021-02-04 ExpEnv nov T2 pt1,2021-02-04,ZM,C103SG,Environment,Novel,2,1,1,1202.4,n/a,1202.4,,1202.6,1202.6,,n/a,0,9.4,90.4,2122.2,Near,2221.8,,
2021-06-29,VK,C103SG 2021-02-04 ExpEnv nov T2 pt2,2021-02-04,ZM,C103SG,Environment,Novel,2,1,1,n/a,111.2,111.2,,111.4,,,n/a,0,5,32.6,494.4,Near,531.8,,
2021-08-19,AJB,C104SY 2021-02-02 ExpObj fam T1 pt1,2021-02-02,ZM,C104SY,Object,Familiar,1,1,1,91.8,n/a,91.8,,149.8,,,n/a,n/a,54.8,253.8,1990.8,Near,2299.2,,No Time 2 for this bird
2021-08-19,AJB,C104SY 2021-02-02 ExpObj fam T1 pt2,2021-02-02,ZM,C104SY,Object,Familiar,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,440.4,OutOfView,440.4,,No Time 2 for this bird; No Solomon output b/c bird did not come down
2021-08-19,AJB,C104SY 2021-02-02 ExpObj nov T1 pt1,2021-02-02,ZM,C104SY,Object,Novel,1,1,1,1820.6,n/a,1820.6,,n/a,,,n/a,n/a,n/a,56.8,2126.4,Far,2183,,No Time 2 for this bird
2021-08-19,AJB,C104SY 2021-02-02 ExpObj nov T1 pt2,2021-02-02,ZM,C104SY,Object,Novel,1,1,1,n/a,317.4,317.4,,n/a,,,n/a,n/a,n/a,9.8,568,Far,577.6,,No Time 2 for this bird
2021-06-28,AJB,C104YS 2021-02-07 ExpEnv fam T1 pt1 (whiteboard wrong),2021-02-07,KM,C104YS,Environment,Familiar,1,1,1,321,n/a,321,,322.6,,,322.8,176.6,132.4,597.8,1180.4,Near,2087,,
2021-06-28,AJB,C104YS 2021-02-07 ExpEnv fam T1 pt2 (whiteboard wrong),2021-02-07,KM,C104YS,Environment,Familiar,1,1,1,n/a,91.8,91.8,,92.8,,,93.5,44,28.8,104.2,461.8,Near,638.6,,
2021-06-28,AJB,C104YS 2021-02-07 ExpEnv nov T1 pt1 (whiteboard wrong),2021-02-07,KM,C104YS,Environment,Novel,1,1,1,723.8,n/a,723.8,,1140.2,1140.2,,n/a,n/a,43,470.8,1704,Near,2217.6,,
2021-06-28,AJB,C104YS 2021-02-07 ExpEnv nov T1 pt2 (whiteboard wrong),2021-02-07,KM,C104YS,Environment,Novel,1,1,1,n/a,29.4,29.4,,6,,,n/a,n/a,52,180,290.8,Near,522.6,,
2021-06-28,AJB,C104SY 2021-02-14 ExpEnv fam T2 pt1,2021-02-14,KM,C104YS,Environment,Familiar,2,1,1,70.6,n/a,70.6,,160.4,,,161,2.4,1.2,103.6,2054.4,Near,2161.4,,
2021-06-28,AJB,C104SY 2021-02-14 ExpEnv fam T2 pt2,2021-02-14,KM,C104YS,Environment,Familiar,2,1,1,n/a,420.4,420.4,,n/a,,,n/a,n/a,n/a,130,441.2,Far,571,,
2021-06-28,AJB,C104SY 2021-02-14 ExpEnv nov T2 pt1,2021-02-14,KM,C104YS,Environment,Novel,2,1,1,25.6,n/a,25.6,,132,132,,n/a,n/a,2,140,2057.2,Near,2199,,
2021-06-28,AJB,C104SY 2021-02-14 ExpEnv nov T2 pt2,2021-02-14,KM,C104YS,Environment,Novel,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,516.8,OutOfView,516.8,,No Solomon output b/c bird did not come down
2021-08-19,AJB,C105AR 2021-02-07 ExpObj fam T1 pt1,2021-02-07,KM,C105AR,Object,Familiar,1,1,1,290.6,n/a,290.6,,359.4,,,n/a,n/a,41.2,415.2,1727,Near,2183.2,,No Time 2 for this bird
2021-08-19,AJB,C105AR 2021-02-07 ExpObj fam T1 pt2,2021-02-07,KM,C105AR,Object,Familiar,1,1,1,n/a,65.6,65.6,,185.6,,,n/a,n/a,1.4,52.8,582.2,Near,636.2,,No Time 2 for this bird
2021-08-19,AJB,C105AR 2021-02-07 ExpObj nov T1 pt1,2021-02-07,KM,C105AR,Object,Novel,1,1,1,393.2,n/a,393.2,,n/a,,,n/a,n/a,n/a,440,1803.8,Far,2243.6,,No Time 2 for this bird
2021-08-19,AJB,C105AR 2021-02-07 ExpObj nov T1 pt2,2021-02-07,KM,C105AR,Object,Novel,1,1,1,n/a,n/a,0,,203.8,,,n/a,n/a,0.4,227.8,314.4,Near,542.4,,No Time 2 for this bird
2021-06-29,VK,C105AR 2021-02-08 ExpEnv fam T1 pt1,2021-02-08,KM,C105AR,Environment,Familiar,1,1,1,623.8,n/a,623.8,,624,,,668.8,12.8,8,248,1872,Near,2140.6,,
2021-06-29,VK,C105AR 2021-02-08 ExpEnv fam T1 pt2,2021-02-08,KM,C105AR,Environment,Familiar,1,1,1,n/a,n/a,0,,n/a,,,n/a,0,0,0,597.8,Out of view,597.6,,
2021-06-29,VK,C105AR 2021-02-08 ExpEnv nov T1 pt1,2021-02-08,ZM,C105AR,Environment,Novel,1,1,1,594.2,n/a,594.2,,758.4,758.4,,n/a,0,25.2,433,1788.6,Near,2246.6,,
2021-06-29,VK,C105AR 2021-02-08 ExpEnv nov T1 pt2,2021-02-08,ZM,C105AR,Environment,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,0,0,0,474.8,Out of view,474.8,,
2021-08-11,VK,C105AR 2021-02-15 ExpEnv fam T2 pt1,2021-02-15,ZM,C105AR,Environment,Familiar,1,1,1,218,n/a,218,,218.8,,,219.6,12.2,61.6,503.6,1635.4,Near,2212.6,,
2021-08-11,VK,C105AR 2021-02-15 ExpEnv fam T2 pt2,2021-02-15,ZM,C105AR,Environment,Familiar,1,1,1,n/a,0,0,,n/a,,,n/a,0,0,18,543.8,Far,561.6,,
2021-06-29,VK,C105AR 2021-02-15 ExpEnv nov T2 pt1,2021-02-15,ZM,C105AR,Environment,Novel,2,1,1,813.4,n/a,813.4,,846.6,846.6,,n/a,0,55.8,215.8,2036.4,Near,2307.8,,
2021-06-29,VK,C105AR 2021-02-15 ExpEnv nov T2 pt2,2021-02-15,ZM,C105AR,Environment,Novel,2,1,1,n/a,143.6,143.6,,n/a,,,n/a,0,0,215.2,244.4,Far,459.4,,
2021-08-20,AJB,C106AA 2021-01-24 ExpObj fam T1 Pt1,2021-01-24,KM,C106AA,Object,Familiar,1,1,1,101.8,n/a,101.8,,103,,,n/a,n/a,32.4,322,1940.8,Near,2195,,No Time 2 for this bird
2021-08-20,AJB,C106AA 2021-01-24 ExpObj fam T1 Pt2,2021-01-24,KM,C106AA,Object,Familiar,1,1,1,n/a,253.4,253.4,,336.8,,,n/a,n/a,2.6,83.4,435.8,Near,521.6,,No Time 2 for this bird
2021-08-20,AJB,C106AA 2021-01-24 ExpObj nov T1 Pt1,2021-01-24,KM,C106AA,Object,Novel,1,1,1,140.6,n/a,140.6,,n/a,,,n/a,n/a,n/a,829.4,1356.8,Far,2186,,No Time 2 for this bird
2021-08-20,AJB,C106AA 2021-01-24 ExpObj nov T1 Pt2,2021-01-24,KM,C106AA,Object,Novel,1,1,1,n/a,77.8,77.8,,n/a,,,n/a,n/a,n/a,54.4,482.4,Far,536.6,,No Time 2 for this bird
2021-06-30,AJB,C106AA 2021-01-25 ExpEnv fam T1 pt1,2021-01-25,KM,C106AA,Environment,Familiar,1,1,1,315,n/a,315,,407.2,,,407.6,7,34.6,418.2,1789.4,Near,2249,,
2021-06-30,AJB,C106AA 2021-01-25 ExpEnv fam T1 pt2,2021-01-25,KM,C106AA,Environment,Familiar,1,1,1,n/a,221,221,,n/a,,,n/a,n/a,n/a,37.4,448.2,Far,485.4,,
2021-06-30,AJB,C106AA 2021-01-25 ExpEnv nov T1 pt1,2021-01-25,KM,C106AA,Environment,Novel,1,1,1,91.4,n/a,91.4,,n/a,2701,,n/a,n/a,n/a,543.2,1574.8,Far,2117.8,,
2021-06-30,AJB,C106AA 2021-01-25 ExpEnv nov T1 pt2,2021-01-25,KM,C106AA,Environment,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,68.4,541.4,Far,609.6,,
2022-05-09,VK,C106AA 2021-01-31 ExpObj fam T2 pt1.mp4,2021-01-31,KM,C106AA,Object,Familiar,2,1,1,184.2,n/a,184.2,,228.8,,,n/a,n/a,15.2,377.8,1742.8,Near,2135.6,,
2022-05-09,VK,C106AA 2021-01-31 ExpObj fam T2 pt2.mp4,2021-01-31,KM,C106AA,Object,Familiar,2,1,1,n/a,0,0,,100.2,,,n/a,n/a,37.2,211.4,327.4,Near,575.8,,
2022-05-09,VK,C106AA 2021-01-31 ExpObj nov T2 pt1.mp4,2021-01-31,KM,C106AA,Object,Novel,2,1,1,60.6,n/a,60.6,,n/a,,,n/a,n/a,0,605.4,1579.6,Far,2184.8,,
2022-05-09,VK,C106AA 2021-01-31 ExpObj nov T2 pt2.mp4,2021-01-31,KM,C106AA,Object,Novel,2,1,1,n/a,0,0,,n/a,,,n/a,0,0,13,512.2,Far,525,,
2021-07-02,AJB,C106AA 2021-02-01 ExpEnv fam T2 pt1,2021-02-01,ZM,C106AA,Environment,Familiar,2,1,1,44.6,n/a,44.6,,n/a,,,n/a,n/a,n/a,71.2,2134.2,Far,2205.2,,
2021-07-02,AJB,C106AA 2021-02-01 ExpEnv fam T2 pt2,2021-02-01,ZM,C106AA,Environment,Familiar,2,1,1,n/a,0.6,0.6,,n/a,,,n/a,n/a,n/a,62.4,581,Far,643.2,,
2021-07-02,AJB,C106AA 2021-02-01 ExpEnv nov T2 pt1,2021-02-01,ZM,C106AA,Environment,Novel,2,1,1,426,n/a,426,,n/a,2701,,n/a,n/a,n/a,178.6,2041.8,Far,2220.2,,
2021-07-02,AJB,C106AA 2021-02-01 ExpEnv nov T2 pt2,2021-02-01,ZM,C106AA,Environment,Novel,2,1,1,n/a,311,311,,n/a,,,n/a,n/a,n/a,198.8,374.4,Far,573,,
2021-07-01,VK,C107GY 2021-01-22 ExpEnv fam T1 pt1,2021-01-22,ZM,C107GY,Environment,Familiar,1,1,1,285.8,n/a,285.8,,286,,,716,18,19,468.4,1749.4,Near,2254.6,,
2021-07-01,VK,C107GY 2021-01-22 ExpEnv fam T1 pt2,2021-01-22,ZM,C107GY,Environment,Familiar,1,1,1,n/a,0,0,,367.8,,,n/a,0,0.4,163,316.2,Near,479.4,,
2021-07-02,VK,C107GY 2021-01-22 ExpEnv nov T1 pt1,2021-01-22,ZM,C107GY,Environment,Novel,1,1,1,716.4,n/a,716.4,,n/a,2701,,n/a,0,0,228.2,1969.8,Far,2197.8,,
2021-07-05,VK,C107GY 2021-01-22 ExpEnv nov T1 pt2,2021-01-22,ZM,C107GY,Environment,Novel,1,1,1,n/a,231.8,231.8,,n/a,,,n/a,0,0,47.2,484,Far,531,,
2021-08-20,AJB,C107GY 2021-01-24 ExpObj fam T1 Pt1,2021-01-24,KM,C107GY,Object,Familiar,1,1,1,11.2,n/a,11.2,,11.2,,,n/a,n/a,12.6,964.6,1179.2,Near,2156.2,,
2021-08-20,AJB,C107GY 2021-01-24 ExpObj fam T1 Pt2,2021-01-24,KM,C107GY,Object,Familiar,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,566,OutOfView,566,,No Solomon output b/c bird did not come down
2021-08-20,AJB,C107GY 2021-01-24 ExpObj nov T1 Pt1,2021-01-24,KM,C107GY,Object,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,2169.4,OutOfView,2169.4,,No Solomon output b/c bird did not come down
2021-08-20,AJB,C107GY 2021-01-24 ExpObj nov T1 Pt2,2021-01-24,KM,C107GY,Object,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,552.2,OutOfView,552.2,,No Solomon output b/c bird did not come down
2021-07-05,VK,C107GY 2021-01-31 ExpEnv fam T2 pt1,2021-01-31,KM,C107GY,Environment,Familiar,2,1,1,317,n/a,317,,318,,,317.2,8,14,230.6,1974.2,Near,2226.6,,
2021-07-05,VK,C107GY 2021-01-31 ExpEnv fam T2 pt2,2021-01-31,KM,C107GY,Environment,Familiar,2,1,1,n/a,14,14,,18.8,,,14.2,34.8,4.4,229.2,405.4,Near,673.6,,
2021-07-05,VK,C107GY 2021-01-31 ExpEnv nov T2 pt1,2021-01-31,KM,C107GY,Environment,Novel,2,1,1,1465,n/a,1465,,n/a,2701,,n/a,0,0,132.8,1985.8,Far,2118.4,,
2021-07-05,VK,C107GY 2021-01-31 ExpEnv nov T2 pt2,2021-01-31,KM,C107GY,Environment,Novel,2,1,1,n/a,232.2,232.2,,n/a,,,n/a,0,0,182.2,417,Far,599,,
2021-08-20,AJB,C107GY 2021-02-03 ExpObj fam T2 pt1,2021-02-03,ZM,C107GY,Object,Familiar,2,1,1,314.2,n/a,314.2,,1165.8,,,n/a,n/a,1.8,226.4,2040.2,Near,2268.2,,
2021-08-20,AJB,C107GY 2021-02-03 ExpObj fam T2 pt2,2021-02-03,ZM,C107GY,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,458,OutOfView,458,,No Solomon output b/c bird did not come down
2021-08-20,AJB,C107GY 2021-02-03 ExpObj nov T2 pt1,2021-02-03,ZM,C107GY,Object,Novel,2,1,1,2115.2,n/a,2115.2,,n/a,,,n/a,n/a,n/a,12.8,2251.8,Far,2264.4,,
2021-08-20,AJB,C107GY 2021-02-03 ExpObj nov T2 pt2,2021-02-03,ZM,C107GY,Object,Novel,2,1,1,n/a,202,202,,n/a,,,n/a,n/a,n/a,15.2,470.8,Far,485.8,,
2021-07-05,AJB,C108SR 2021-01-26 ExpEnv fam T1 pt1,2021-01-26,ZM,C108SR,Environment,Familiar,1,1,1,22,n/a,22,,22,,,22,0.6,17,72.2,2129.8,Near,2219.4,,
2021-07-05,AJB,C108SR 2021-01-26 ExpEnv fam T1 pt2,2021-01-26,ZM,C108SR,Environment,Familiar,1,1,1,n/a,196.6,196.6,,223.6,,,224,2.2,1,59.8,479.2,Near,542,,
2021-07-05,AJB,C108SR 2021-01-26 ExpEnv nov T1 pt1,2021-01-26,KM,C108SR,Environment,Novel,1,1,1,481,n/a,481,,481,481,,n/a,n/a,15.8,46.6,2062.2,Near,2124.4,,
2021-07-05,AJB,C108SR 2021-01-26 ExpEnv nov T1 pt2,2021-01-26,KM,C108SR,Environment,Novel,1,1,1,n/a,397.2,397.2,,n/a,,,n/a,n/a,n/a,29.8,567.8,Far,597.4,,
2021-08-20,AJB,C108SR 2021-01-28 ExpObj fam T1 pt1,2021-01-28,ZM,C108SR,Object,Familiar,1,1,1,1186,n/a,1186,,1198,,,n/a,n/a,15.8,118,2041.6,Near,2175.2,,
2021-08-20,AJB,C108SR 2021-01-28 ExpObj fam T1 pt2,2021-01-28,ZM,C108SR,Object,Familiar,1,1,1,n/a,390.6,390.6,,436.4,,,n/a,n/a,11.6,71.4,491.2,Near,574,,
2021-08-20,AJB,C108SR 2021-01-29 ExpObj nov T1 pt1,2021-01-29,KM,C108SR,Object,Novel,1,1,1,553.2,n/a,553.2,,853.2,,,n/a,n/a,8,212.2,1935,Near,2155,,
2021-08-23,AJB,C108SR 2021-01-29 ExpObj nov T1 pt2,2021-01-29,KM,C108SR,Object,Novel,1,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,560.6,OutOfView,560.6,,No Solomon output b/c bird did not come down
2021-07-05,AJB,C108SR 2021-02-02 ExpEnv fam T2 pt1,2021-02-02,ZM,C108SR,Environment,Familiar,2,1,1,346.6,n/a,346.6,,1632.2,,,1632.4,2.6,6.8,119.4,2109,Near,2237.6,,
2021-07-05,AJB,C108SR 2021-02-02 ExpEnv fam T2 pt2,2021-02-02,ZM,C108SR,Environment,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,525,OutOfView,525,,No Solomon output b/c bird did not come down
2021-07-05,AJB,C108SR 2021-02-02 ExpEnv nov T2 pt1,2021-02-02,ZM,C108SR,Environment,Novel,2,1,1,336.4,n/a,336.4,,n/a,2701,,n/a,n/a,n/a,128.4,2054.6,Far,2182.8,,
2021-07-05,AJB,C108SR 2021-02-02 ExpEnv nov T2 pt2,2021-02-02,ZM,C108SR,Environment,Novel,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,604.6,OutOfView,604.6,,No Solomon output b/c bird did not come down
