CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,Condition,Time,Session,IndicatedTrial,LatencyFirstLand,LatencyFirstLand2,LatencyFirstLandSummedAcrossCol_L_andCol_M,Total seconds in pt1 video (from when experimenter leaves view),"LatencyFirstTimeWithin20cmOfObject (pt2 latency starts at p2 video, so need to add total time of pt1 video to total)",LatencyFirstTimeWithin20cmOfObject (pt2 latency starts from pt1 beginning),LatencyFirstTouchToObject,LatencyFirstEnterTent,TotalDurationInTent,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView(sec),ClosestDistanceToApparatus,TrialEndTimeStamp,TrialDuration,Notes
2021-08-23,AJB,C108SR 2021-02-04 ExpObj fam T2 pt1,2021-02-04,ZM,C108SR,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,2268.8,OutOfView,2268.8,,No Solomon output b/c bird did not come down
2021-08-23,AJB,C108SR 2021-02-04 ExpObj fam T2 pt2,2021-02-04,ZM,C108SR,Object,Familiar,2,1,1,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,459.4,OutOfView,459.4,,No Solomon output b/c bird did not come down
2022-03-16,VK,C108SR 2021-02-04 ExpObj fam T2 S2 t2 pt1,2021-02-04,ZM,C108SR,Object,Familiar,2,2,2,329.4,n/a,329.4,,340.4,,,348.6,0,22,320.4,1890.4,Near,2232.6,,Value in LatencyFirstEnterTent corresponds to first touch of familiar object
2022-03-16,VK,C108SR 2021-02-04 ExpObj fam T2 S2 t2 pt2,2021-02-04,ZM,C108SR,Object,Familiar,2,2,2,n/a,n/a,0,,n/a,,,n/a,0,0,0,486.4,Out of view,486.2,,No Solomon output b/c bird did not come down
2021-08-23,AJB,C108SR 2021-02-04 ExpObj nov T2 S2 t2 pt1,2021-02-04,ZM,C108SR,Object,Novel,2,1,1,1750.2,n/a,1750.2,,n/a,,,n/a,n/a,n/a,17.8,2130.8,Far,2148.4,,
2021-08-23,AJB,C108SR 2021-02-04 ExpObj nov T2 S2 t2 pt2,2021-02-04,ZM,C108SR,Object,Novel,2,1,1,n/a,300.6,300.6,,n/a,,,n/a,n/a,n/a,40.8,680.6,Far,721.2,,
2021-07-06,AJB,C109YY 2021-02-24 ExpEnv fam T1,2021-02-24,ZM,C109YY,Environment,Familiar,1,1,1,2050.6,n/a,2050.6,,2050.6,,,2050.6,3.6,6,99.4,2618.4,Near,2727.2,,
2021-07-06,AJB,C109YY 2021-02-24 ExpEnv nov T1,2021-02-24,ZM,C109YY,Environment,Novel,1,1,1,n/a,n/a,0,,n/a,2701,,n/a,n/a,n/a,n/a,2724,OutOfView,2724,,No Solomon output b/c bird did not come down
2021-07-07,AJB,C109YY 2021-03-03 ExpEnv fam T2,2021-03-03,ZM,C109YY,Environment,Familiar,2,1,1,20.2,n/a,20.2,,20.2,,,20.2,0.4,0.4,123.6,2608.8,Near,2733,,
2021-07-07,AJB,C109YY 2021-03-03 ExpEnv nov T2,2021-03-03,ZM,C109YY,Environment,Novel,2,1,1,n/a,n/a,0,,n/a,2701,,n/a,n/a,n/a,n/a,2728.8,OutOfView,2728.8,,No Solomon output b/c bird did not come down
2021-07-05,VK,C110GO 2021-02-28 ExpEnv fam T1,2021-02-28,KM,C110GO,Environment,Familiar,1,1,1,309.2,n/a,309.2,,317.4,,,325,3.8,9,127,2585,Near,2752.6,,
2021-07-05,VK,C110GO 2021-02-28 ExpEnv nov T1,2021-02-28,KM,C110GO,Environment,Novel,1,1,1,n/a,n/a,0,,n/a,2701,,n/a,0,0,0,2715.4,Out of view,2715.2,,
2021-07-05,VK,C110GO 2021-03-07 ExpEnv fam T2,2021-03-07,KM,C110GO,Environment,Familiar,2,,1,413,n/a,413,,413.8,,,412.8,1,0.6,222,2508.2,Near,2731.6,,
2021-07-05,VK,C110GO 2021-03-07 ExpEnv nov T2,2021-03-07,KM,C110GO,Environment,Novel,2,,1,2536.8,n/a,2536.8,,n/a,2701,,n/a,0,0,23,2699.2,Far,2722,,
2021-07-07,AJB,C111OA 2021-03-09 ExpEnv fam T1,2021-03-09,ZM,C111OA,Environment,Familiar,1,1,1,183.2,n/a,183.2,,183.2,,,588,9.6,28.2,145.2,2558.4,Near,2741.2,,
2021-07-07,AJB,C111OA 2021-03-09 ExpEnv nov T1,2021-03-09,ZM,C111OA,Environment,Novel,1,1,1,n/a,642,642,,1692.6,1692.6,,n/a,n/a,4,65.8,2682.6,Near,2752.2,,
2021-07-07,VK,C111OA 2021-03-17 ExpEnv fam T2,2021-03-17,ZM,C111OA,Environment,Familiar,2,1,1,118,n/a,118,,118.6,,,118.2,28.4,67,214.4,2438.6,Near,2748.2,,
2021-07-09,AJB,C111OA 2021-03-17 ExpEnv nov T2,2021-03-17,ZM,C111OA,Environment,Novel,2,1,1,n/a,2129.8,2129.8,,n/a,2701,,n/a,n/a,n/a,30.8,2732.2,Far,2762.8,,
2021-07-07,VK,C112OR 2021-03-09 ExpEnv fam T1,2021-03-09,ZM,C112OR,Environment,Familiar,1,1,1,107.4,n/a,107.4,,107.6,,,116,10.4,15.6,357.8,2353.2,Near,2736.8,,
2021-07-07,VK,C112OR 2021-03-09 ExpEnv nov T1,2021-03-09,ZM,C112OR,Environment,Novel,1,1,1,2640,n/a,2640,,n/a,2701,,n/a,0,0,30.8,2696.8,Far,2727.4,,
2021-08-07,VK,C112OR 2021-03-16 ExpEnv fam T2,2021-03-16,ZM,C112OR,Environment,Familiar,2,1,1,37.8,n/a,37.8,,38.6,,,38,498.2,82.4,349.4,1813.4,Near,2743.2,,
2021-08-07,VK,C112OR 2021-03-16 ExpEnv nov T2,2021-03-16,ZM,C112OR,Environment,Novel,2,1,1,n/a,n/a,0,,n/a,2701,,n/a,0,0,0,2749.2,Out of view,2749,,Bird didn't come down
2021-07-12,AJB,C113SA 2021-04-07 ExpEnv fam T1,2021-04-07,KM,C113SA,Environment,Familiar,1,1,1,1840,n/a,1840,,17.6,,,17.8,12.2,1.4,250.6,2464.4,Near,2728.6,,
2021-07-12,AJB,C113SA 2021-04-07 ExpEnv nov T1,2021-04-07,KM,C113SA,Environment,Novel,1,1,1,n/a,1492.2,1492.2,,n/a,2701,,n/a,n/a,n/a,239.8,2480.2,Far,2719.8,,
2021-07-12,AJB,C113SA 2021-04-15 ExpEnv fam T2,2021-04-15,ZM,C113SA,Environment,Familiar,2,1,1,2.8,n/a,2.8,,2.8,,,143.6,6.6,1.6,491.6,2248.2,Near,2747.8,,
2021-07-12,AJB,C113SA 2021-04-15 ExpEnv nov T2,2021-04-15,ZM,C113SA,Environment,Novel,2,1,1,n/a,n/a,0,,n/a,2701,,n/a,n/a,n/a,n/a,2748.4,OutOfView,2748.4,,No Solomon output b/c bird did not come down
2021-08-11,VK,C114RG 2021-04-08 ExpEnv fam T1,2021-04-08,KM,C114RG,Environment,Familiar,1,1,1,460.2,n/a,460.2,,460.4,,,466.4,9.4,14.6,114.6,2574.8,Near,2713.2,,
2021-08-11,VK,C114RG 2021-04-08 ExpEnv nov T1,2021-04-08,KM,C114RG,Environment,Novel,1,1,1,1076,n/a,1076,,n/a,2701,,n/a,0,0,155.8,2554.2,Far,2709.8,,
2021-08-11,VK,C114RG 2021-04-15 ExpEnv fam T2,2021-04-15,ZM,C114RG,Environment,Familiar,2,1,1,282.4,n/a,282.4,,282.4,,,282.6,4.4,3.6,359,2363.2,Near,2730,,
2021-08-11,VK,C114RG 2021-04-15 ExpEnv nov T2,2021-04-15,ZM,C114RG,Environment,Novel,2,1,1,2105.6,n/a,2105.6,,n/a,2701,,n/a,0,0,27.4,2708.2,Far,2735.4,,
2021-08-12,VK,C115RS 2021-04-11 ExpEnv fam T1,2021-04-11,KM,C115RS,Environment,Familiar,1,1,1,271.2,n/a,271.2,,274.6,,,271.4,49.6,100.8,79.4,2494.6,Near,2724.2,,
2021-08-12,VK,C115RS 2021-04-11 ExpEnv nov T1,2021-04-11,KM,C115RS,Environment,Novel,1,1,1,1312.4,n/a,1312.4,,2246.6,2246.6,,n/a,0,4,139.8,2543.6,Near,2687.2,,
2021-08-16,VK,C115RS 2021-04-16 ExpEnv fam T2,2021-04-16,ZM,C115RS,Environment,Familiar,2,1,1,437.4,n/a,437.4,,442.2,,,437.6,106,146.8,151,2326.6,Near,2730.2,,
2021-08-16,VK,C115RS 2021-04-16 ExpEnv nov T2,2021-04-16,ZM,C115RS,Environment,Novel,2,1,1,71.2,n/a,71.2,,1327.2,1327.2,,n/a,0,16.2,290.4,2432.2,Near,2738.6,,
2021-08-16,VK,C116RY 2021-04-11 ExpEnv fam T1,2021-04-11,KM,C116RY,Environment,Familiar,1,1,1,0,n/a,0,,0,,,21.4,91.8,176.6,501.8,1973,Near,2743,,
2021-08-16,VK,C116RY 2021-04-11 ExpEnv nov T1,2021-04-11,KM,C116RY,Environment,Novel,1,1,1,502.6,n/a,502.6,,611.2,611.2,,1415.4,2.6,235.6,635.2,1839.8,Near,2713,,
2021-08-19,VK,C116RY 2021-04-19 ExpEnv fam T2,2021-04-19,ZM,C116RY,Environment,Familiar,2,1,1,1058.4,n/a,1058.4,,1373.4,,,1373.8,3,0.4,46.6,2677.8,Near,2727.6,,
2021-08-19,VK,C116RY 2021-04-19 ExpEnv nov T2,2021-04-19,ZM,C116RY,Environment,Novel,2,1,1,56.4,n/a,56.4,,59.2,59.2,,n/a,0,2.8,106.8,2612.2,Near,2722.6,,
2021-08-19,VK,C117GA 2021-04-13 ExpEnv fam T1,2021-04-13,ZM,C117GA,Environment,Familiar,1,1,1,74.2,n/a,74.2,,257.8,,,259.6,16,151.8,363.4,2199.6,Near,2730.6,,
2021-08-19,VK,C117GA 2021-04-13 ExpEnv nov T1,2021-04-13,ZM,C117GA,Environment,Novel,1,1,1,636.2,n/a,636.2,,n/a,2701,,n/a,0,0,53,2675.4,Far,2728.2,,
2021-08-22,VK,C117GA 2021-04-21 ExpEnv fam T2,2021-04-21,KM,C117GA,Environment,Familiar,2,1,1,0,n/a,0,,7,,,145.6,16,74.8,1063.6,1578,Near,2732.2,,
2021-08-24,VK,C117GA 2021-04-21 ExpEnv nov T2,2021-04-21,KM,C117GA,Environment,Novel,2,1,1,1092.2,n/a,1092.2,,n/a,2701,,n/a,0,0,346,2359.6,Far,2705.4,,
2021-09-30,VK,C118AR 2021-09-23 ExpEnv fam T1,2021-09-23,CL,C118RA,Environment,Familiar,1,,1,106.6,n/a,106.6,,106.8,,,124.6,101.8,238,2251.8,126,Near,2717.8,,
2021-10-07,VK,C118AR 2021-09-23 ExpEnv nov T1,2021-09-23,CL,C118RA,Environment,Novel,1,,1,115,n/a,115,,346.2,346.2,,n/a,0,103.8,2493,122,Near,2718.6,,
2021-10-08,VK,C118AR 2021-09-30 ExpEnv fam T2,2021-09-30,CL,C118RA,Environment,Familiar,2,,1,437.6,n/a,437.6,,2329.8,,,2330.4,3.2,8,778.2,1948.8,Near,2738,,
2021-10-08,VK,C118AR 2021-09-30 ExpEnv nov T2,2021-09-30,CL,C118RA,Environment,Novel,2,,1,103.4,n/a,103.4,,271,271,,n/a,0,126.8,2347.8,293.4,Near,2767.8,,
2021-10-08,VK,C119AR 2021-09-23 ExpEnv fam T1,2021-09-23,CL,C119AR,Environment,Familiar,1,,1,35.2,n/a,35.2,,37.2,,,35.4,42.4,54.4,1751.8,869.4,Near,2717.8,,
2021-10-15,VK,C119AR 2021-09-23 ExpEnv nov T1,2021-09-23,CL,C119AR,Environment,Novel,1,,1,28.4,n/a,28.4,,1699,1699,,n/a,0,3.4,1474.4,1241.8,Near,2719.4,,
2021-10-18,VK,C120OS 2021-09-24 ExpEnv fam T1,2021-09-24,KM,C120OS,Environment,Familiar,1,,1,136.4,n/a,136.4,,136.6,,,n/a,0,3.2,199,2467.4,Near,2669.4,,
2021-10-18,VK,C120OS 2021-09-24 ExpEnv nov T1,2021-09-24,KM,C120OS,Environment,Novel,1,,1,1463.4,n/a,1463.4,,n/a,2701,,n/a,0,0,219.4,2496.8,Far,2716,,
2021-10-19,VK,C119AR 2021-09-30 ExpEnv fam T2,2021-09-30,CL,C119AR,Environment,Familiar,2,,1,25.6,n/a,25.6,,26.2,,,25.8,29.4,14.4,1124.8,1564.6,Near,2733,,
2021-10-19,VK,C119AR 2021-09-30 ExpEnv nov T2,2021-09-30,CL,C119AR,Environment,Novel,2,,1,189.2,n/a,189.2,,2311.2,2311.2,,n/a,0,23,1754,942.6,Near,2719.4,,
2021-10-20,VK,C120OS 2021-10-01 ExpEnv fam T2,2021-10-01,KM,C120OS,Environment,Familiar,2,,1,481.4,n/a,481.4,,503.8,,,504.2,9,7,117.6,2581.6,Near,2715.2,,
2021-10-21,VK,C120OS 2021-10-01 ExpEnv nov T2,2021-10-01,KM,C120OS,Environment,Novel,2,,1,585.2,n/a,585.2,,n/a,2701,,n/a,0,0,101,2605,Far,2705,,
2021-10-25,VK,C123SS 2021-09-26 ExpEnv fam T1 trial 1,2021-09-26,CL,C123SS,Environment,Familiar,1,,1,770.6,n/a,770.6,,1141.6,,,2001.8,9.4,30.4,1910.8,771.8,Near,2722.2,,
2021-10-28,VK,C123SS 2021-09-27 ExpEnv fam T1 trial 2,2021-09-27,CL,C123SS,Environment,Familiar,1,,2,n/a,n/a,0,,n/a,,,n/a,n/a,n/a,n/a,2713.8,Out of view,2713.8,,No Solomon output b/c bird did not come down
2021-11-01,VK,C123SS 2021-09-27 ExpEnv fam T1 trial 3,2021-09-27,CL,C123SS,Environment,Familiar,1,,3,378.4,n/a,378.4,,442.4,,,444,69,48.4,716,1883,Near,2716.2,,
2021-11-01,VK,C123SS 2021-09-27 ExpEnv nov T1,2021-09-27,CL,C123SS,Environment,Novel,1,,1,1160.6,n/a,1160.6,,n/a,2701,,n/a,0,0,313,2419,Far,2731.8,,
2021-10-28,VK,C123SS 2021-10-04 ExpEnv fam T2,2021-10-04,CL,C123SS,Environment,Familiar,2,,1,176,n/a,176,,n/a,,,n/a,0,0,469,2292.6,Far,2292.6,,
2021-11-08,VK,C123SS 2021-10-04 ExpEnv nov T2,2021-10-04,CL,C123SS,Environment,Novel,2,,1,1324.8,n/a,1324.8,,n/a,2701,,n/a,0,0,79,2645.8,Far,2724.6,,
2021-11-08,VK,C124YA 2021-09-26 ExpEnv fam T1,2021-09-26,CL,C124YA,Environment,Familiar,1,,1,1920,n/a,1920,,1930.2,,,1920.2,10,11.8,447,2254.8,Near,2723.4,,
2021-11-08,VK,C124YA 2021-09-27 ExpEnv fam T1 trial 2,2021-09-27,CL,C124YA,Environment,Familiar,1,,2,0,n/a,0,,100,,,97.6,5.4,3.6,194.8,2583.2,Near,2786.8,,
2021-11-12,VK,C124YA 2021-09-27 ExpEnv nov T1,2021-09-27,CL,C124YA,Environment,Novel,1,,1,1048,n/a,1048,,1217.6,1217.6,,n/a,0,5.6,181,2357.6,Near,2724,,
2021-11-15,VK,C124YA 2021-10-04 ExpEnv fam T2,2021-10-04,CL,C124YA,Environment,Familiar,2,,1,0,n/a,0,,35.2,,,33.4,40.6,28,2393.2,264,Near,2725.6,,
2021-12-13,VK,C124YA 2021-10-04 ExpEnv nov T2,2021-10-04,CL,C124YA,Environment,Novel,2,,1,1079,n/a,1079,,n/a,2701,,n/a,0,0,421.2,2434.8,Far,2855.4,,
2021-12-18,VK,C125YO 2021-10-12 ExpEnv fam T1,2021-10-12,CL,C125YO,Environment,Familiar,1,,1,0,n/a,0,,1862.2,,,1861,1.2,0.4,450.2,2311.2,Near,2762.8,,
2021-12-18,VK,C125YO 2021-10-12 ExpEnv nov T1,2021-10-12,CL,C125YO,Environment,Novel,1,,1,1234.6,n/a,1234.6,,1378,1378,,n/a,0,18.6,233.6,2455,Near,2707,,
2022-01-02,VK,C125YO 2021-10-19 ExpEnv fam T2,2021-10-19,CL,C125YO,Environment,Familiar,2,,1,1078,n/a,1078,,1079,,,1079.4,2.2,3,417,2292.6,Near,2714.6,,
2022-01-03,VK,C125YO 2021-10-19 ExpEnv nov T2,2021-10-19,CL,C125YO,Environment,Novel,2,,1,1618.8,n/a,1618.8,,67.6,67.6,,n/a,0,67.6,633,2027.6,Near,2728,,
2022-01-05,VK,C126YA 2021-10-12 ExpEnv fam T1,2021-10-12,CL,C126YA,Environment,Familiar,1,,1,346,n/a,346,,348,,,346.2,117.8,168.8,932.8,1537,Near,2756.2,,
2022-01-06,VK,C126YA 2021-10-12 ExpEnv nov T1,2021-10-12,CL,C126YA,Environment,Novel,1,,1,438.4,n/a,438.4,,1746.6,,,n/a,0,23,1118.6,1578.6,Near,2720,,"She died before T2 could be conducted, therefore we did not include her data in the analyses"
2022-01-06,VK,C127OS 2021-10-21 ExpEnv fam T1,2021-10-21,CL,C127OS,Environment,Familiar,1,,1,709.8,n/a,709.8,,710.4,,,710,36,20.8,163.6,2546.8,Near,2767,,
2022-01-14,VK,C127OS 2021-10-21 ExpEnv nov T1,2021-10-21,CL,C127OS,Environment,Novel,1,,1,1364.4,n/a,1364.4,,n/a,2701,,n/a,0,0,118.4,2293.8,Far,2412,,
2022-01-18,VK,C127OS 2021-10-28 ExpEnv fam T2,2021-10-28,CL,C127OS,Environment,Familiar,2,,1,1783.4,n/a,1783.4,,1784.4,,,1784.8,2.6,2.8,122.2,2587.4,Near,2714.8,,"back part of cage can't be seen because of camera angle, didn't have big impact on scoring because bird just came down once and position was clear"
2022-01-17,VK,C127OS 2021-10-28 ExpEnv nov T2,2021-10-28,CL,C127OS,Environment,Novel,2,,1,932.6,n/a,932.6,,1354.4,1354.4,,n/a,0,8.4,619.4,2115.6,Near,2743.2,,
2022-01-19,VK,C128SS 2021-11-23 Exploration fam T1,2021-11-23,CL,C128SS,Environment,Familiar,1,,1,1510.6,n/a,1510.6,,1514.8,,,n/a,0,0.4,121.8,2607.8,Near,2729.8,,
2022-01-17,VK,C128SS 2021-11-23 Exploration nov T1,2021-11-23,CL,C128SS,Environment,Novel,1,,1,307,n/a,307,,n/a,2701,,n/a,0,0,443,2334,Far,2776.8,,
2022-01-19,VK,C128SS 2021-11-30 Exploration fam T2,2021-11-30,CL,C128SS,Environment,Familiar,2,,1,45,n/a,45,,56,,,45.2,15,70,233,2508,Near,2825.8,,
2022-01-20,VK,C128SS 2021-11-30 Exploration nov T2,2021-11-30,CL,C128SS,Environment,Novel,2,,1,304,n/a,304,,360.2,360.2,,n/a,0,55.2,174.8,2555.4,Near,2785.2,,
2022-01-28,VK,C129GY 2021-11-23 Exploration fam T1,2021-11-23,CL,C129GY,Environment,Familiar,1,,1,164.2,n/a,164.2,,172.2,,,164.4,42.4,59.8,648,1988,Near,2738.2,,
2022-01-31,VK,C129GY 2021-11-23 Exploration nov T1,2021-11-23,CL,C129GY,Environment,Novel,1,,1,213.2,n/a,213.2,,868,868,,n/a,0,211.2,855.2,1725.4,Near,2791.6,,
2022-01-31,VK,C129GY 2021-11-30 Exploration fam T2,2021-11-30,CL,C129GY,Environment,Familiar,2,,1,69.6,n/a,69.6,,69.8,,,n/a,0,2.4,634.2,2113.4,Near,2749.8,,Experimenter not mentioned
2022-02-01,VK,C129GY 2021-11-30 Exploration nov T2,2021-11-30,CL,C129GY,Environment,Novel,2,,1,106,n/a,106,,230,230,,n/a,0,42.6,923.2,1757.4,Near,2723,,Experimenter not mentioned
2022-02-08,VK,C130RR 2021-11-24 Exploration familiar T1 trial 1,2021-11-24,CL,C130RR,Environment,Familiar,1,,1,155.2,n/a,155.2,,228.2,,,155.4,46.4,42.8,668.4,1974,Near,2731.4,,"very poor visibility due to dark cage, did my best, but sometimes really hard to figure out on which side of the line the bird is"
2022-02-09,VK,C130RR 2021-11-25 Exploration fam T1 trial 2,2021-11-25,CL,C130RR,Environment,Familiar,1,,2,50.6,n/a,50.6,,51.6,,,50.8,8.6,17.4,226.8,2474.6,Near,2727.2,,
2022-02-22,VK,C130RR 2021-11-25 Exploration nov T1,2021-11-25,CL,C130RR,Environment,Novel,1,,1,543.2,n/a,543.2,,n/a,2701,,n/a,0,0,236.4,2483.2,Near,2719.4,,
2022-02-22,VK,C130RR 2021-12-02 Exploration env fam T2,2021-12-02,CL,C130RR,Environment,Familiar,2,,1,62,n/a,62,,68.6,,,62.2,90,50.2,187.6,2409.8,Near,2737.4,,
2022-02-23,VK,C130RR 2021-12-02 Exploration env nov T2,2021-12-02,CL,C130RR,Environment,Novel,2,,1,1311.4,n/a,1311.4,,n/a,2701,,n/a,0,0,64.6,2663.6,Far,2728,,
2022-02-23,VK,C131YY 2021-11-26 ExpEnv fam T1,2021-11-26,KM,C131YY,Environment,Familiar,1,,1,758,n/a,758,,760.6,,,758.2,16.6,15.2,86.2,2568.4,Near,2686.2,,
2022-02-23,VK,C131YY 2021-11-26 ExpEnv nov T1,2021-11-26,KM,C131YY,Environment,Novel,1,,1,614.8,n/a,614.8,,n/a,2701,,n/a,0,0,158.8,2545.2,Far,2703.8,,
2022-02-23,VK,C131YY 2021-12-03 ExpEnv fam T2,2021-12-03,KM,C131YY,Environment,Familiar,2,,1,776.2,n/a,776.2,,779.2,,,776.4,4,28.4,143.2,2552.8,Near,2728.2,,
2022-02-28,VK,C131YY 2021-12-03 ExpEnv nov T2,2021-12-03,KM,C131YY,Environment,Novel,2,,1,1267.8,n/a,1267.8,,n/a,2701,,n/a,0,0,41.2,2666.4,Far,2707.4,,
2022-03-07,VK,C132RO 2021-12-01 Exploration env fam T1,2021-12-01,CL,C132RO,Environment,Familiar,1,,1,659.8,n/a,659.8,,660,,,685.4,16,23.6,367.2,2304,Near,2710.6,,"no experimenter mentioned, bad visibility in back of cage"
2022-03-07,VK,C132RO 2021-12-01 Exploration env nov T1,2021-12-01,CL,C132RO,Environment,Novel,1,,1,1186.8,n/a,1186.8,,n/a,2701,,n/a,0,0,87,2678.8,Far,2765.6,,"no experimenter mentioned, bad visibility in back of cage"
2022-03-08,VK,C132RO 2021-12-08 Exploration env fam T2,2021-12-08,CL,C132RO,Environment,Familiar,2,,1,508,n/a,508,,508.6,,,508.2,1,0.6,196.4,2465,Near,2662.8,,
2022-03-15,VK,C132RO 2021-12-08 Exploration env nov T2,2021-12-08,CL,C132RO,Environment,Novel,2,,1,1248.6,n/a,1248.6,,n/a,2701,,n/a,0,0,115.8,2614.4,Far,2730,,
2022-03-16,VK,C133OG 2021-12-08 Exploration env fam T2,2021-12-08,CL,C133OG,Environment,Familiar,2,,1,656.6,n/a,656.6,,n/a,,,n/a,0,0,121.2,2608.4,Far,2729.4,,
2022-03-16,VK,C133OG 2021-12-01 Exploration env fam T1,2021-12-01,CL,C133OG,Environment,Familiar,1,,1,46,n/a,46,,48.2,,,46.2,3,1,1193.8,1512.4,Near,2710,,
2022-03-16,VK,C133OG 2021-12-01 Exploration env nov T1,2021-12-01,CL,C133OG,Environment,Novel,1,,1,403.6,n/a,403.6,,n/a,2701,,n/a,0,0,702,2034.6,Far,2736.4,,
2022-03-21,VK,C133OG 2021-12-08 Exploration env nov T2,2021-12-08,CL,C133OG,Environment,Novel,2,,1,302.2,n/a,302.2,,n/a,2701,,n/a,0,0,215.6,2475.2,Far,2690.6,,
2022-03-28,VK,C134GR 2021-12-24 Explore env fam T1,2021-12-24,CL,C134GR,Environment,Familiar,1,,1,34.6,n/a,34.6,,35.2,,,34.8,18.6,6,294,2418.2,Near,2736.6,,
2022-04-01,VK,C134GR 2021-12-24 Explore env nov T1,2021-12-24,CL,C134GR,Environment,Novel,1,,1,520,n/a,520,,1413.2,1413.2,,n/a,0,13.4,501,2218,Near,2732.2,,
2022-04-11,VK,C134GR 2021-12-31 Explore env fam T2,2021-12-31,CL,C134GR,Environment,Familiar,2,,1,28.8,n/a,28.8,,29,,,87.8,68,51.2,372.4,2249.8,Near,2741.2,,
2022-04-19,VK,C134GR 2021-12-31 Explore env nov T2,2021-12-31,CL,C134GR,Environment,Novel,2,,1,38,n/a,38,,763,763,,n/a,0,389.4,306.4,2071.8,Near,2767.4,,
2022-04-21,VK,C135YS 2021-12-24 Explore env fam T1,2021-12-24,CL,C135YS,Environment,Familiar,1,,1,422.4,n/a,422.4,,423.6,,,n/a,0,50.2,117.2,2559.8,Near,2727,,
2022-04-22,VK,C135YS 2021-12-24 Explore env nov T1,2021-12-24,CL,C135YS,Environment,Novel,1,,1,465.2,n/a,465.2,,492.2,492.2,,n/a,0,28.8,302.2,2394.8,Near,2725.6,,
2022-04-25,VK,C135YS 2021-12-31 Explore env fam T2,2021-12-31,CL,C135YS,Environment,Familiar,2,,1,160.4,n/a,160.4,,160.6,,,161,21,50.2,313,2339.6,Near,2723.6,,
2022-04-25,VK,C135YS 2021-12-31 Explore env nov T2,2021-12-31,CL,C135YS,Environment,Novel,2,,1,377.4,n/a,377.4,,450.4,450.4,,n/a,0,28.4,108.6,2598.4,Near,2735.2,,
2020-11-30,AJB,A007-S 2020-04-09 ExploreEnv Time1 Familiar T1 (pt. 1),2020-04-09,MM,A007-S,Environment,Familiar,1,1,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,2059.6,OutOfView,,2059.6,No solomon output excel file b/c nothing happened
2020-11-30,AJB,A007-S 2020-04-09 ExploreEnv Time1 Familiar T1 (pt. 2),2020-04-09,MM,A007-S,Environment,Familiar,1,1,1,2121.2,61.60,,,n/a,,n/a,n/a,n/a,n/a,229,416.4,Far,,645.2,
2020-11-30,AJB,A007-S 2020-04-09 ExploreEnv Time1 Novel T1 (pt. 1),2020-04-09,MM,A007-S,Environment,Novel,1,1,1,,n/a,,,n/a,2701,n/a,n/a,n/a,n/a,n/a,2037.40,OutOfView,,2037.40,No solomon output excel file b/c nothing happened
2020-11-30,AJB,A007-S 2020-04-09 ExploreEnv Time1 Novel T1 (pt. 2),2020-04-09,MM,A007-S,Environment,Novel,1,1,1,3400,n/a,,,n/a,,n/a,n/a,n/a,n/a,n/a,760.4,OutOfView,,760.4,No solomon output excel file b/c nothing happened
2020-12-02,AJB,A007-S 2020-04-23 ExploreEnv Time2 Familiar T1 (pt. 1),2020-04-23,MM,A007-S,Environment,Familiar,2,n/a,1,125.00,125.00,,,1300.40,,n/a,1300.6,2.8,0.4,1395.6,604.4,Near,,2003.00,
2020-12-02,AJB,A007-S 2020-04-23 ExploreEnv Time2 Familiar T1 (pt. 2),2020-04-23,MM,A007-S,Environment,Familiar,2,n/a,1,,306.8,,,306.4,,n/a,307.00,1.6,0.8,87.6,629.8,Near,,719.6,
2020-12-02,AJB,A007-S 2020-04-23 ExploreEnv Time2 Novel T1 (pt. 1),2020-04-23,MM,A007-S,Environment,Novel,2,n/a,1,890.2,890.2,,,n/a,2701,n/a,n/a,n/a,n/a,820.6,1153.6,Far,,1974.00,
2020-12-02,AJB,A007-S 2020-04-23 ExploreEnv Time2 Novel T1 (pt. 2),2020-04-23,MM,A007-S,Environment,Novel,2,n/a,1,,n/a,,,n/a,,n/a,n/a,n/a,n/a,522.4,217.4,Far,,739.6,
2020-11-30,AJB,A007-S 2020-04-10 ExploreObj Time1 Familiar T1 (pt. 1),2020-04-10,MM,A007-S,Object,Familiar,1,1,1,154.60,154.60,,,n/a,,n/a,n/a,n/a,n/a,444.8,1550.2,Far,,1994.80,
2020-12-02,AJB,A007-S 2020-04-10 ExploreObj Time1 Familiar T1 (pt. 2),2020-04-10,MM,A007-S,Object,Familiar,1,1,1,,108.00,,,n/a,,n/a,n/a,n/a,n/a,263.2,477.2,Far,,740.2,
2020-12-02,AJB,A007-S 2020-04-10 ExploreObj Time1 Novel T1 (pt. 1),2020-04-10,MM,A007-S,Object,Novel,1,1,1,1926.8,1926.8,,,n/a,,n/a,n/a,n/a,n/a,10.6,1974.2,Far,,1984.6,
