"","Date","BirdID","TimeStamp","How","What","WhatAsEnteredByExperimenter","HumanFood","TotalTimeInView","LocationOfFocal","DistanceToHumanFoodSource","NumberHumanFood","Population","FocalID","Notes","CaloriesPer100g","Phi","Lambda"
"541","2020-05-11","Paella","8:38:06","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"542","2020-05-11","Paella","8:38:37","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"543","2020-05-11","Paella","8:40:40","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"544","2020-05-11","Paella","8:42:21","stalk catch","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"545","2020-05-11","Paella","8:42:27","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"546","2020-05-11","Paella","8:43:56","eat","vegetation","flower","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"flower",15,NA,NA
"547","2020-05-11","Paella","8:44:03","gape","soil","dirt","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"dirt",1,NA,NA
"548","2020-05-11","Paella","8:44:51","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"549","2020-05-11","Paella","8:45:18","eat","unknown","unknown","unknown",830,"33.4197, -111.9276",53.24,"3","AZ",113,"",NA,NA,NA
"550","2020-05-11","Paella","8:45:32","eat","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"551","2020-05-11","Paella","8:45:39","flip","rock","rock","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"",0,NA,NA
"552","2020-05-11","Paella","8:46:08","stalk catch","insect","bug","No",830,"33.4197, -111.9276",53.24,"3","AZ",113,"bug",276,NA,NA
"553","2020-05-11","Tomatillo","10:19:16","eat","food crumbs","food crumbs","Yes",386,"33.4187, -111.9246",50.26,"2","AZ",114,"Crumbs near trash dumpster",319,0.04516,4.30384
"554","2020-05-11","Tomatillo","10:19:29","eat","food crumbs","food crumbs","Yes",386,"33.4187, -111.9246",50.26,"2","AZ",114,"Crumbs near trash dumpster",319,0.04516,4.30384
"555","2020-05-16","Guacamole","12:05:09","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"556","2020-05-16","Guacamole","12:05:12","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"557","2020-05-16","Guacamole","12:05:21","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"558","2020-05-16","Guacamole","12:05:25","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"559","2020-05-16","Guacamole","12:05:49","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"560","2020-05-16","Guacamole","12:06:00","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"561","2020-05-16","Guacamole","12:06:10","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"562","2020-05-16","Guacamole","12:06:16","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"563","2020-05-16","Guacamole","12:06:32","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"564","2020-05-16","Guacamole","12:06:36","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"565","2020-05-16","Guacamole","12:06:42","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"566","2020-05-16","Guacamole","12:06:46","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"567","2020-05-16","Guacamole","12:08:02","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"568","2020-05-16","Guacamole","12:08:16","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"569","2020-05-16","Guacamole","12:08:35","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"570","2020-05-16","Guacamole","12:08:38","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"571","2020-05-16","Guacamole","12:08:42","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"572","2020-05-16","Guacamole","12:08:50","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"573","2020-05-16","Guacamole","12:09:05","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"574","2020-05-16","Guacamole","12:09:08","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"575","2020-05-16","Guacamole","12:09:16","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"576","2020-05-16","Guacamole","12:09:33","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"577","2020-05-16","Guacamole","12:09:38","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"578","2020-05-16","Guacamole","12:09:41","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"579","2020-05-16","Guacamole","12:09:51","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"580","2020-05-16","Guacamole","12:10:08","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"581","2020-05-16","Guacamole","12:10:12","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"582","2020-05-16","Guacamole","12:10:37","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"583","2020-05-16","Guacamole","12:10:49","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"584","2020-05-16","Guacamole","12:11:04","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"585","2020-05-16","Guacamole","12:11:32","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"586","2020-05-16","Guacamole","12:11:43","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"587","2020-05-16","Guacamole","12:11:45","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"588","2020-05-16","Guacamole","12:12:01","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"589","2020-05-16","Guacamole","12:12:06","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"590","2020-05-16","Guacamole","12:12:17","break into pieces","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"591","2020-05-16","Guacamole","12:12:37","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"592","2020-05-16","Guacamole","12:12:43","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"593","2020-05-16","Guacamole","12:12:57","eat","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"594","2020-05-16","Guacamole","12:13:17","flip","grains","pizza","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"pizza",319,NA,NA
"595","2020-05-16","Guacamole","12:14:47","eat","food crumbs","food crumbs","Yes",845,"33.4193, -111.9264",115.82,"6","AZ",115,"",319,NA,NA
"596","2020-05-18","Morada","16:14:01","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"597","2020-05-18","Morada","16:14:13","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"598","2020-05-18","Morada","16:14:43","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"599","2020-05-18","Morada","16:15:33","stalk catch","unknown","unknown","unknown",670,"33.42056, -111.9366",5.15,"10","AZ",116,"",NA,NA,NA
"600","2020-05-18","Morada","16:15:35","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"601","2020-05-18","Morada","16:16:20","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"602","2020-05-18","Morada","16:17:33","stalk catch","unknown","unknown","unknown",670,"33.42056, -111.9366",5.15,"10","AZ",116,"",NA,NA,NA
"603","2020-05-18","Morada","16:17:37","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"604","2020-05-18","Morada","16:18:16","eat","insect","bug","No",670,"33.42056, -111.9366",5.15,"10","AZ",116,"bug",276,NA,NA
"605","2020-05-18","Morada","16:18:59","gape","unknown","unknown","unknown",670,"33.42056, -111.9366",5.15,"10","AZ",116,"",NA,NA,NA
"606","2020-05-18","Morada","16:21:09","stalk catch","unknown","unknown","unknown",670,"33.42056, -111.9366",5.15,"10","AZ",116,"",NA,NA,NA
"607","2020-05-18","Morada","16:24:11","eat","unknown","unknown","unknown",670,"33.42056, -111.9366",5.15,"10","AZ",116,"",NA,NA,NA
"608","2020-05-19","Burrito","15:15:40","eat","insect","bug","No",881,"33.4233600304822, -111.9360",97.94,"10","AZ",117,"bug",276,0.08189,2.20602
"609","2020-05-19","Burrito","15:16:04","eat","insect","bug","No",881,"33.4233600304822, -111.9360",97.94,"10","AZ",117,"bug",276,0.08189,2.20602
"610","2020-05-19","Burrito","15:16:32","stalk catch","unknown","unknown","unknown",881,"33.4233600304822, -111.9360",97.94,"10","AZ",117,"",NA,0.08189,2.20602
"611","2020-05-19","Burrito","15:16:43","eat","insect","bug","No",881,"33.4233600304822, -111.9360",97.94,"10","AZ",117,"bug",276,0.08189,2.20602
"612","2020-05-19","Burrito","15:17:51","eat","insect","bug","No",881,"33.4233600304822, -111.9360",97.94,"10","AZ",117,"bug",276,0.08189,2.20602
"613","2020-05-19","Chilaquile","14:40:18","flip","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"614","2020-05-19","Chilaquile","14:40:31","dunk in water","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"615","2020-05-19","Chilaquile","14:41:04","gape","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"616","2020-05-19","Chilaquile","14:41:08","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"617","2020-05-19","Chilaquile","14:41:19","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"618","2020-05-19","Chilaquile","14:41:24","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"619","2020-05-19","Chilaquile","14:41:48","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"620","2020-05-19","Chilaquile","14:42:06","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"621","2020-05-19","Chilaquile","14:42:13","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"622","2020-05-19","Chilaquile","14:42:44","stalk catch","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"623","2020-05-19","Chilaquile","14:42:59","gape","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"624","2020-05-19","Chilaquile","14:43:35","eat","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"625","2020-05-19","Chilaquile","14:46:37","stalk catch","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"626","2020-05-19","Chilaquile","14:46:40","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"627","2020-05-19","Chilaquile","14:46:45","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"628","2020-05-19","Chilaquile","14:46:50","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"629","2020-05-19","Chilaquile","14:47:22","stalk catch","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"630","2020-05-19","Chilaquile","14:47:56","gape","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"631","2020-05-19","Chilaquile","14:48:07","eat","unknown","unknown","unknown",892,"33.4202, -111.9371",65.36,"9","AZ",118,"",NA,0.07163,2.82868
"632","2020-05-19","Chilaquile","14:48:23","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"633","2020-05-19","Chilaquile","14:48:43","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"634","2020-05-19","Chilaquile","14:48:50","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"635","2020-05-19","Chilaquile","14:48:54","eat","insect","bug","No",892,"33.4202, -111.9371",65.36,"9","AZ",118,"bug",276,0.07163,2.82868
"636","2020-05-19","Galleta","15:12:35","gape","unknown","unknown","unknown",129,"33.418353, -111.936432",13.81,"3","AZ",119,"",NA,NA,NA
"637","2020-05-19","Galleta","15:13:46","gape","unknown","unknown","unknown",129,"33.418353, -111.936432",13.81,"3","AZ",119,"",NA,NA,NA
"638","2020-05-19","Galleta","15:14:04","stalk catch","unknown","unknown","unknown",129,"33.418353, -111.936432",13.81,"3","AZ",119,"",NA,NA,NA
"639","2020-05-19","Galleta","15:14:12","flip","unknown","unknown","unknown",129,"33.418353, -111.936432",13.81,"3","AZ",119,"",NA,NA,NA
"640","2020-05-19","Galleta","15:14:15","eat","worm","worm","No",129,"33.418353, -111.936432",13.81,"3","AZ",119,"",97,NA,NA
"641","2020-05-19","Huachinango","10:35:21","eat","insect","bug","No",839,"33.4216, -111.9357",28.98,"6","AZ",120,"bug",276,NA,NA
"642","2020-05-19","Tostada","14:00:37","eat","insect","bug","No",650,"33.4218, -111.9339",121.47,"1","AZ",121,"bug",276,NA,NA
"643","2020-05-19","Tostada","14:00:39","stalk catch","unknown","unknown","unknown",650,"33.4218, -111.9339",121.47,"1","AZ",121,"",NA,NA,NA
"644","2020-05-19","Tostada","14:00:44","eat","insect","bug","No",650,"33.4218, -111.9339",121.47,"1","AZ",121,"bug",276,NA,NA
"645","2020-05-19","Tostada","14:00:48","eat","insect","bug","No",650,"33.4218, -111.9339",121.47,"1","AZ",121,"bug",276,NA,NA
"646","2020-05-19","Tostada","14:00:54","eat","insect","bug","No",650,"33.4218, -111.9339",121.47,"1","AZ",121,"bug",276,NA,NA
"647","2020-05-19","Tostada","14:01:48","stalk catch","unknown","unknown","unknown",650,"33.4218, -111.9339",121.47,"1","AZ",121,"",NA,NA,NA
"648","2020-05-19","Tostada","14:01:50","eat","insect","bug","No",650,"33.4218, -111.9339",121.47,"1","AZ",121,"bug",276,NA,NA
"649","2020-05-22","Naranja","15:18:45","dig","soil","dirt","No",569,"33.4202, -111.9291",57.25,"8","AZ",122,"dirt",1,NA,NA
"650","2020-05-22","Naranja","15:19:01","dig","soil","dirt","No",569,"33.4202, -111.9291",57.25,"8","AZ",122,"dirt",1,NA,NA
"651","2020-05-22","Naranja","15:19:28","eat","insect","bug","No",569,"33.4202, -111.9291",57.25,"8","AZ",122,"bug",276,NA,NA
"652","2020-05-22","Naranja","16:03:23","eat","insect","bug","No",569,"33.4202, -111.9291",57.25,"8","AZ",122,"bug",276,NA,NA
"653","2020-05-22","Naranja","16:04:47","food share","insect","bug","No",569,"33.4202, -111.9291",57.25,"8","AZ",122,"bug",276,NA,NA
"654","2020-05-27","Naranja","10:47:25","stalk catch","unknown","unknown","unknown",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",NA,NA,NA
"655","2020-05-27","Naranja","10:48:44","gape","unknown","unknown","unknown",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",NA,NA,NA
"656","2020-05-27","Naranja","10:49:11","eat","worm","worm","No",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",97,NA,NA
"657","2020-05-27","Naranja","10:49:53","eat","worm","worm","No",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",97,NA,NA
"658","2020-05-27","Naranja","10:50:30","eat","worm","worm","No",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",97,NA,NA
"659","2020-05-27","Naranja","10:50:43","eat","worm","worm","No",320,"33.4199, -111.9302",80.3,"8","AZ",123,"",97,NA,NA
"660","2020-05-27","Pepino","14:15:05","stalk catch","unknown","unknown","unknown",868,"33.4244, -111.9299",43.36,"5","AZ",124,"",NA,NA,NA
"661","2020-05-27","Pepino","14:18:16","eat","insect","grasshopper","No",868,"33.4244, -111.9299",43.36,"5","AZ",124,"grasshopper",276,NA,NA
"662","2020-05-27","Pepino","14:18:51","break into pieces","insect","grasshopper","No",868,"33.4244, -111.9299",43.36,"5","AZ",124,"grasshopper",276,NA,NA
"663","2020-05-27","Pepino","14:19:33","eat","insect","grasshopper","No",868,"33.4244, -111.9299",43.36,"5","AZ",124,"grasshopper",276,NA,NA
"664","2020-05-27","Pepino","14:19:44","eat","insect","bug","No",868,"33.4244, -111.9299",43.36,"5","AZ",124,"bug",276,NA,NA
"665","2020-05-27","Pepino","14:19:53","eat","insect","bug","No",868,"33.4244, -111.9299",43.36,"5","AZ",124,"bug",276,NA,NA
"666","2020-05-27","Pepino","14:20:03","stalk catch","unknown","unknown","unknown",868,"33.4244, -111.9299",43.36,"5","AZ",124,"",NA,NA,NA
"667","2020-06-02","Tomatillo","10:51:57","eat","food crumbs","food crumbs","Yes",735,"33.41954, -111.923327",180.1,"2","AZ",125,"",319,0.04516,4.30384
"668","2020-06-03","Sincronizada","16:26:28","stalk catch","unknown","unknown","unknown",655,"33.4204, -111.9324",51.86,"3","AZ",126,"",NA,NA,NA
"669","2020-06-03","Sincronizada","16:26:34","eat","insect","bug","No",655,"33.4204, -111.9324",51.86,"3","AZ",126,"bug",276,NA,NA
"670","2020-06-03","Sincronizada","16:27:17","stalk catch","unknown","unknown","unknown",655,"33.4204, -111.9324",51.86,"3","AZ",126,"",NA,NA,NA
"671","2020-06-03","Sincronizada","16:27:22","eat","insect","bug","No",655,"33.4204, -111.9324",51.86,"3","AZ",126,"bug",276,NA,NA
"672","2020-06-03","Sincronizada","16:28:43","stalk catch","unknown","unknown","unknown",655,"33.4204, -111.9324",51.86,"3","AZ",126,"",NA,NA,NA
"673","2020-06-04","Pozole","12:26:56","eat","insect","bug","No",689,"33.4214, -111.9338",78.44,"4","AZ",127,"bug",276,NA,NA
"674","2020-06-04","Pozole","12:33:56","eat","insect","bug","No",689,"33.4214, -111.9338",78.44,"4","AZ",127,"bug",276,NA,NA
"675","2020-06-04","Pozole","12:34:48","eat","insect","bug","No",689,"33.4214, -111.9338",78.44,"4","AZ",127,"bug",276,NA,NA
"676","2020-06-09","Burrito","14:04:43","break into pieces","chicken","chicken","Yes",891,"33.4237, -111.9367",140.84,"10","AZ",128,"",272,0.08189,2.20602
"677","2020-06-09","Burrito","14:07:42","eat","insect","bug","No",891,"33.4237, -111.9367",140.84,"10","AZ",128,"bug",276,0.08189,2.20602
"678","2020-06-09","Chilaquile","10:05:29","gape","unknown","unknown","unknown",900,"33.4212, -111.9368",67.9,"9","AZ",129,"",NA,0.07163,2.82868
"679","2020-06-09","Chilaquile","10:06:30","stalk catch","unknown","unknown","unknown",900,"33.4212, -111.9368",67.9,"9","AZ",129,"",NA,0.07163,2.82868
"680","2020-06-09","Chilaquile","10:06:39","eat","insect","cockroach","No",900,"33.4212, -111.9368",67.9,"9","AZ",129,"cockroach",276,0.07163,2.82868
"681","2020-06-09","Chilaquile","10:09:43","gape","unknown","unknown","unknown",900,"33.4212, -111.9368",67.9,"9","AZ",129,"",NA,0.07163,2.82868
"682","2020-06-09","Chilaquile","10:09:46","eat","insect","bug","No",900,"33.4212, -111.9368",67.9,"9","AZ",129,"bug",276,0.07163,2.82868
"683","2020-06-09","Chilaquile","10:09:50","eat","insect","bug","No",900,"33.4212, -111.9368",67.9,"9","AZ",129,"bug",276,0.07163,2.82868
"684","2020-06-21","Burrito","9:29:03","eat","insect","caterpillar","No",896,"33.42369, -111.93612",130.5,"10","AZ",130,"caterpillar",276,0.08189,2.20602
"685","2020-06-21","Burrito","9:29:44","dig","unknown","unknown","unknown",896,"33.42369, -111.93612",130.5,"10","AZ",130,"",NA,0.08189,2.20602
"686","2020-06-21","Burrito","9:30:26","eat","insect","bug","No",896,"33.42369, -111.93612",130.5,"10","AZ",130,"bug",276,0.08189,2.20602
"687","2020-06-21","Burrito","9:30:34","stalk catch","unknown","unknown","unknown",896,"33.42369, -111.93612",130.5,"10","AZ",130,"",NA,0.08189,2.20602
"688","2020-06-22","Mofongo","12:14:10","break into pieces","fry","fry","Yes",425,"33.41947, -111.92124",331.37,"6","AZ",131,"",133,0.10338,5.34865
"689","2020-06-22","Mofongo","12:15:22","stalk catch","insect","grasshopper","No",425,"33.41947, -111.92124",331.37,"6","AZ",131,"grasshopper",276,0.10338,5.34865
"690","2020-06-22","Mofongo","12:15:28","eat","insect","grasshopper","No",425,"33.41947, -111.92124",331.37,"6","AZ",131,"grasshopper",276,0.10338,5.34865
"691","2020-06-22","Mofongo","12:16:53","break into pieces","grains","bread","Yes",425,"33.41947, -111.92124",331.37,"6","AZ",131,"bread",319,0.10338,5.34865
"692","2020-06-22","Pernil","11:42:33","dunk in water","cat food","cat food","Yes",592,"33.41756, -111.92308",120.99,"6","AZ",132,"",436,NA,NA
"693","2020-06-22","Pernil","11:43:38","eat","cat food","cat food","Yes",592,"33.41756, -111.92308",120.99,"6","AZ",132,"",436,NA,NA
"694","2020-06-24","Taco","15:21:28","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"695","2020-06-24","Taco","15:22:22","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"696","2020-06-24","Taco","15:22:26","eat","insect","bug","No",884,"33.42077, -111.93505",24.81,"18","AZ",133,"bug",276,0.02416,4.29806
"697","2020-06-24","Taco","15:23:23","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"698","2020-06-24","Taco","15:23:34","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"699","2020-06-24","Taco","15:23:45","flip","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"700","2020-06-24","Taco","15:23:48","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"701","2020-06-24","Taco","15:23:51","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"702","2020-06-24","Taco","15:24:10","eat","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"703","2020-06-24","Taco","15:24:23","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"704","2020-06-24","Taco","15:24:27","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
"705","2020-06-24","Taco","15:25:26","gape","unknown","unknown","unknown",884,"33.42077, -111.93505",24.81,"18","AZ",133,"",NA,0.02416,4.29806
