BirdNumber,VideoFileName,TrialDate,Reversal,RewardedColor,1Session,2Session,1Trial,2Trial,ChoiceTimeStamp,1CorrectChoice,2CorrectChoice,Coder1,Coder2,Video coder notes
C112OR,C112OR 2021-03-25 Reversal 1 S35 T73,2021-03-25,1,dark gray,35,35,74,74,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S36 T74,2021-03-26,1,dark gray,36,36,74,74,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S37 T74,2021-03-26,1,dark gray,37,37,74,74,3:52,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S37 T74,2021-03-26,1,dark gray,37,37,75,75,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S38 T75,2021-03-26,1,dark gray,38,38,75,75,3:56,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S38 T75,2021-03-26,1,dark gray,38,38,76,76,8:04,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S38 T75,2021-03-26,1,dark gray,38,38,77,77,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-26 Reversal 1 S39 T77,2021-03-26,1,dark gray,39,39,77,77,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S40 T77,2021-03-28,1,dark gray,40,40,77,77,3:44,0,0,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S40 T77,2021-03-28,1,dark gray,40,40,78,78,7:54,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S40 T77,2021-03-28,1,dark gray,40,40,79,79,NA,-1,-1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S41 T79,2021-03-28,1,dark gray,41,41,79,79,1:24,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S41 T79,2021-03-28,1,dark gray,41,41,80,80,2:31,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S41 T79,2021-03-28,1,dark gray,41,41,81,81,3:40,1,1,,Lea Gihlein,
C112OR,C112OR 2021-03-28 Reversal 1 S41 T79,2021-03-28,1,dark gray,41,41,82,82,8:32,1,1,,Lea Gihlein,
