"","Adobo","Avocada","Burrito","Chalupa","Chilaquile","Diablo","Fideo","Guacamole","Habanero","Huachinango","Marisco","Mofongo","Mole","Pizza","Pollito","Queso","Taco","Tapa","Taquito","Tomatillo","Yuca"
"1",0.0155229807545673,0.025404380894907,0.0701600117604779,0.0228310078974736,0.0860083540234232,0.0257243564577748,0.0412136797844811,0.0277612294447412,0.0220783945635565,0.0150923780569589,0.0624014125572499,0.100910372909166,0.0473563495907693,0.0494519604320924,0.0713771428483759,0.020973294141507,0.0232762802668728,0.0227665992978573,0.00957090984554862,0.0546120922318955,0.0242623495964644
"2",0.00868814258218339,0.0425940467183889,0.055241649099873,0.0203044059644605,0.0725775186178071,0.0200054553716785,0.0147952398589576,0.0536971361664025,0.0437331336958643,0.0149100863459524,0.0498520542809451,0.100744462855949,0.0203598995858708,0.0414470537568816,0.035960436039845,0.0437854392040328,0.0230307477078342,0.0154413575054483,0.0118868320104118,0.0330318151996216,0.0318394945124673
"3",0.0183811755055489,0.0251512189510327,0.0836221762432465,0.0190212877389212,0.0911867521619934,0.0238457642588297,0.034401953371416,0.0275104873866847,0.0217006604669065,0.0173618615016423,0.0647282131900305,0.0901052911549947,0.0613705327758776,0.0465334914542434,0.0574314275936285,0.0191779850810257,0.0229984593512969,0.0127195495355496,0.00837445134824197,0.0690177817212288,0.024050571752231
"4",0.0102857176575707,0.053845756784755,0.104361410105404,0.0228550255208188,0.0940710954668036,0.0187667041831995,0.0224624868732279,0.0364723410609719,0.0660481415456787,0.0137504210469883,0.0690922896958513,0.0722325053264849,0.0154488695469277,0.0392004980621535,0.0495922750517724,0.0440905170083542,0.0210556678200176,0.0209272051861344,0.010478665424318,0.0485206270738738,0.0309045406676612
"5",0.00244722579358126,0.0482048130503056,0.0625977588472891,0.0134142853409854,0.056828670017992,0.0099178672385977,0.0139402034284821,0.0425471909108501,0.0269272516543193,0.0233130019887728,0.0591560736032768,0.100209586913785,0.0301285298303442,0.0503912743454147,0.0465988449469992,0.0348391841951634,0.0269406966325951,0.0199160166597187,0.0128072992112246,0.0379163457563467,0.0245608516303019
"6",0.0117960660154439,0.024970198070822,0.0714538696803304,0.0191003593914289,0.071712994010374,0.0117942243643287,0.0325186398484063,0.0259844243472678,0.0293872205144873,0.0102750342342151,0.0520462484107942,0.100191374524265,0.0354736836840504,0.0361823041800087,0.0541312072091009,0.0235449352265088,0.0135927465061192,0.00973157778640113,0.00952278041885241,0.0488324583189989,0.0233391101021342
"7",0.0097254121217479,0.0444362883292055,0.0747056623009678,0.00886491048062054,0.0810943618876515,0.0238429246122487,0.013899533006456,0.0438876276659201,0.0236913910225279,0.0187852381564037,0.0792099594295483,0.106613419290222,0.0169705932103648,0.0758427586426532,0.0515747385533742,0.0338590275897174,0.0325612432066671,0.0273892326876102,0.0123450161391881,0.0470057919026257,0.020883607572731
"8",0.00727261619370498,0.0330008595012641,0.0940463840758918,0.0159561519503866,0.0917151885355005,0.0137766869585866,0.0346108188450186,0.0360192780471566,0.0400375655794392,0.0193432875372998,0.0645957602502795,0.0945896674975707,0.0348357545655151,0.0413672319792986,0.0624935667798718,0.0187771112135345,0.0305890356837858,0.0149550240611101,0.0102931924065414,0.0521831322707502,0.0255282461990089
"9",0.0163591896939087,0.0716069534622364,0.0744419655628224,0.0151635808395962,0.0761829760280821,0.0173559425247233,0.01729111739563,0.0667733530251513,0.032903603372042,0.00533870052866807,0.0919091366054167,0.0990204647997671,0.0394202297328673,0.0429304623047224,0.0460147593434618,0.0248629083392135,0.0165489859624956,0.0123750582078177,0.00728576788398522,0.0461308754831301,0.0287571530173391
"10",0.00862823192229985,0.016808156298471,0.0715503336845419,0.014239200058842,0.08305457758358,0.0227396944171106,0.0178012325401141,0.0457062276706863,0.0304733597952411,0.012072812195416,0.0887074580486728,0.0888020845538883,0.0418320212857879,0.0380563835698261,0.0521732905972864,0.0281500196147981,0.0277755191109144,0.0151389451145975,0.00967785503223417,0.0501281192506867,0.026997265748623
