VideoFileName,Trial,1CorrectChoice,2CorrectChoice,2CorrectChoiceAdapted,Coder1,Coder2,Notes
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,1,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,1,0,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,2,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,3,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,4,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,5,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,6,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,7,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,8,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,9,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,10,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,11,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,12,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,13,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,13,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,14,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,15,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,16,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,17,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S1 T1.mp4,18,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,19,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,20,0,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,21,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,22,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,23,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,24,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,25,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,26,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,27,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,28,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,29,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,30,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,31,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,32,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,33,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,34,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,35,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,36,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,37,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-06 Go:No-Go S2 T19.mp4Â,38,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S3 T39.mp4,39,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S4 T39.mp4,39,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,39,2,1,NA,Maggie MacPherson and Kelsey McCune,Brynna Hood,"Coder2’s data was off by 3 cells, so Logan shifted their cells down by 3 and added NAs here to get the two coders aligned again"
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,40,1,2,NA,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,41,-1,1,NA,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,41,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,42,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,43,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,44,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,45,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,46,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,47,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,48,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,49,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,50,-1,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,50,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,51,-1,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,51,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,52,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,53,1,-1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,54,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-8 Go:No-Go S5 T41.mp4,55,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,56,1,1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,57,0,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,58,1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,59,0,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,60,-1,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-9 Go:No-Go S6 T58.mp4,60,0,-1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,61,-1,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,61,0,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,62,-1,1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,62,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,63,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,64,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,65,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,66,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,67,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,68,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,69,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,70,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,71,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,72,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,73,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,74,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,75,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,76,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,77,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S7 T62.mp4,78,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,79,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,80,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,81,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,82,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,83,2,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,84,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,85,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,86,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,87,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,88,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,89,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,90,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,91,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,92,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,93,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,94,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,95,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,96,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,97,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-10 Go:No-Go S8 T82.mp4,98,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,99,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,100,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,101,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,102,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,103,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,104,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,105,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,106,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,107,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,108,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,109,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,110,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,111,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,112,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,113,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,114,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,115,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,116,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,117,1,-1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S9 T102.mp4,118,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,119,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,120,-1,0,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,120,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,121,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,121,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,122,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,123,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,124,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,125,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,126,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,127,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,127,-1,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,127,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,128,0,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,129,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,130,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,131,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,132,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,133,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-11 Go:No-Go S10 T121.mp4,133,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,134,-1,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,134,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,134,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,135,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,136,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,137,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,138,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,139,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,140,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,141,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,142,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,143,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,144,0,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,145,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,146,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,147,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,148,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,149,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S11 T135.mp4,150,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,151,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,151,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,153,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,154,-1,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,154,2,0,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,155,1,0,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,156,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,157,-1,2,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,157,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,158,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,159,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,160,-1,1,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,160,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,161,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,162,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,163,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,164,2,1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,165,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,166,2,-1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-12 Go:No-Go S12 T154.mp4,167,1,2,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-13 Go:No-Go S13 T170.mp4,168,2,-1,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR 2019-12-13 Go:No-Go S13 T170.mp4,169,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR,169,2,,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR,170,-1,,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A064LR,170,2,,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,"Experimenter had 3 extra rows, which matches with the 3 cell shift Logan had to make for Coder2’s data (see note above)"
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,1,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,1,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,2,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,3,-1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,3,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,4,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,5,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,5,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,6,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,6,0,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,7,1,1,1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,8,2,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,9,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,9,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,9,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,10,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,11,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,11,-1,-1,-1,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,11,-1,0,0,Maggie MacPherson and Kelsey McCune,Brynna Hood,
A068YS 2019-12-05 Go:No-Go S1 T1.mp4,11,2,2,2,Maggie MacPherson and Kelsey McCune,Brynna Hood,
