463.2,       ,        ,2,-83.025,171.6,0.00,0.707
665.8,       ,-3.362,3,-82.631,174.7,3.14,0.147
784.0,-24.85,        ,3,-82.766,175.0,3.41,0.129
1137.0,-32.86,-4.139,4,-82.157,179.0,7.43,0.017
