Date,FocalBirdID,TimeStamp,Behavior,NonFocalBirdID,BehavType,OutcomeFocalBird,GroupSize,Sex,Site,Notes
2019-10-29,Abeja,13:20:31,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2019-10-29,Abeja,13:21:18,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2019-10-29,Abeja,13:26:50,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2019-10-29,Abeja,13:27:30,vicinity,unbanded adult male,affiliative,NA,1,F,AZ,
2019-10-29,Abeja,13:34:04,proximity,unbanded adult female,affiliative,NA,1,F,AZ,added proximity before displace
2019-10-29,Abeja,13:34:05,displace,unbanded adult female,aggressive,Lose,1,F,AZ,
2019-10-29,Abeja,13:34:16,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2019-12-09,Abeja,9:34:23,vicinity,unbanded adult male,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:34:27,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:34:30,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:34:34,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:34:56,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:37:08,vicinity,Pan Dulce,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:03,vicinity,unknown adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:24,vicinity,Pan Dulce,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:27,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:30,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:34,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:40:44,vicinity,Pan Dulce,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:41:13,vicinity,Torta,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:41:54,proximity,Torta,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:42:04,vicinity,Torta,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:43:13,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:43:17,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:43:19,vicinity,unknown adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:43:35,head-up,unbanded adult female,aggressive,Win,3,F,AZ,
2019-12-09,Abeja,9:48:28,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:48:30,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:48:36,proximity,unbanded adult female,affiliative,NA,3,F,AZ,added proximity before theft
2019-12-09,Abeja,9:48:37,tolerated theft,unbanded adult female,affiliative,NA,3,F,AZ,Lose
2019-12-09,Abeja,9:51:33,vicinity,Pan Dulce,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:51:48,vicinity,Tortilla,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:51:57,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:52:00,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:52:22,vicinity,Torta,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:53:03,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:53:10,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2019-12-09,Abeja,9:53:40,displace,unbanded adult female,aggressive,Win,3,F,AZ,
2019-12-09,Abeja,9:56:13,vicinity,unbanded adult male,affiliative,NA,3,F,AZ,
2019-12-29,Adobo,10:22:35,vicinity,unbanded adult male,affiliative,NA,2,M,AZ,
2019-12-29,Adobo,10:23:40,vicinity,Taco,affiliative,NA,2,M,AZ,
2020-01-26,Adobo,9:42:40,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:42:44,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:42:47,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:46:12,fight or chase,unbanded adult male,aggressive,Lose,1,M,AZ,
2020-01-26,Adobo,9:48:05,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:48:36,vicinity,Chalupa,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:49:14,vicinity,Morada,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:49:30,fight or chase,unbanded adult male,aggressive,Lose,1,M,AZ,
2020-01-26,Adobo,9:49:45,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:51:30,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:51:41,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:52:46,fight or chase,unbanded adult female,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:52:56,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:53:13,fight or chase,unbanded adult female,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:54:14,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:54:26,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:54:28,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:54:45,head-up,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:55:03,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:55:29,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:55:31,head-up,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:55:48,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:56:04,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:56:21,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:56:30,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-01-26,Adobo,9:57:03,ruff out,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:57:22,head-up,NA,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:58:56,proximity,unbanded adult male,affiliative,NA,1,M,AZ,added proximity before displace
2020-01-26,Adobo,9:58:57,displace,unbanded adult male,aggressive,Win,1,M,AZ,
2020-01-26,Adobo,9:59:57,vicinity,Burrito,affiliative,NA,1,M,AZ,
2020-01-20,Ahumada Asada,9:00:51,vicinity,unbanded adult male,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:00:53,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:01:16,vicinity,unbanded adult male,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:03:51,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:04:11,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:04:18,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2020-01-20,Ahumada Asada,9:04:23,vicinity,unbanded adult female,affiliative,NA,1,F,AZ,
2021-10-21,Ak'xi,8:51:39,vicinity,unbanded adult female,affiliative,NA,2,M,CA,
2021-10-21,Ak'xi,8:55:14,vicinity,unbanded adult female,affiliative,NA,2,M,CA,
2021-10-21,Ak'xi,8:55:14,vicinity,unbanded adult female,affiliative,NA,2,M,CA,
2019-03-07,Aquaman,8:48:51,vicinity,unbanded adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-03-07,Aquaman,8:49:17,vicinity,unbanded adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-03-07,Aquaman,8:50:37,vicinity,unbanded adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-03-07,Aquaman,8:52:06,vicinity,unbanded adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-03-07,Aquaman,8:52:52,vicinity,unbanded adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-03-07,Aquaman,8:56:31,vicinity,unknown adult female,affiliative,NA,NA,M,AZ,No group size data entered
2019-05-22,Aquaman,8:43:30,ruff out,NA,aggressive,Win,1,M,AZ,
2019-05-22,Aquaman,8:43:54,ruff out,NA,aggressive,Win,1,M,AZ,
2019-05-22,Aquaman,8:44:01,ruff out,NA,aggressive,Win,1,M,AZ,
2019-05-22,Aquaman,8:44:20,ruff out,NA,aggressive,Win,1,M,AZ,
2019-07-22,Aquaman,8:01:37,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:03:36,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:04:23,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:04:39,proximity,unbanded adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:09:35,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:09:39,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:09:45,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:11:03,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:11:30,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:11:39,vicinity,unknown banded female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:12:27,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:12:57,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:13:01,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:28:38,displace,unbanded adult female,aggressive,Win,1,M,AZ,
2019-07-22,Aquaman,8:28:47,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2019-07-22,Aquaman,8:28:55,proximity,unknown adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:29:01,proximity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:29:09,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:29:11,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:29:52,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:30:01,displace,unbanded adult male,aggressive,Lose,1,M,AZ,
2019-07-22,Aquaman,8:39:16,proximity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:39:22,proximity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-07-22,Aquaman,8:40:02,head-up,unbanded adult male,aggressive,Lose,1,M,AZ,
2019-09-17,Aquaman,7:46:36,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2019-09-17,Aquaman,7:48:18,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-09-17,Aquaman,7:50:50,vicinity,unbanded juvenile,affiliative,NA,1,M,AZ,
2019-09-17,Aquaman,7:54:18,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-09-17,Aquaman,7:56:12,vicinity,unbanded adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:12:58,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:13:08,proximity,unknown adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:13:19,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:13:40,proximity,unknown adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:13:59,vicinity,unknown adult female,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:15:53,vicinity,Abeja,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:16:43,proximity,Abeja,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:17:00,head-up,Abeja,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:17:08,head-up,Abeja,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:17:13,displace,Abeja,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:17:59,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:18:05,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:18:19,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:18:21,head-up,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:18:40,vicinity,Abeja,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:18:48,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:18:58,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:19:11,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:19:21,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:19:36,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:19:57,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:20:48,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:21:11,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:21:23,ruff out,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:22:31,fight or chase,unknown adult female,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:26:32,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-10-23,Aquaman,11:26:38,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:26:45,head-up,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:26:59,head-up,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:27:06,head-up,NA,aggressive,Win,1,M,AZ,
2019-10-23,Aquaman,11:27:20,head-up,NA,aggressive,Win,1,M,AZ,
2019-12-04,Aquaman,7:32:47,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,7:33:11,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,7:33:15,head-up,NA,aggressive,Win,1,M,AZ,
2019-12-04,Aquaman,7:33:47,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,7:34:13,head-up,NA,aggressive,Win,1,M,AZ,
2019-12-04,Aquaman,7:34:21,head-up,NA,aggressive,Win,1,M,AZ,
2019-12-04,Aquaman,7:34:54,proximity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,7:34:55,theft,unbanded adult male,aggressive,Lose,1,M,AZ,added proximity before theft
2019-12-04,Aquaman,10:01:06,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,10:01:16,head-up,NA,aggressive,Win,1,M,AZ,
2019-12-04,Aquaman,10:05:40,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,10:06:51,head-up,unbanded adult male,aggressive,Lose,1,M,AZ,
2019-12-04,Aquaman,10:07:20,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,10:08:10,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2019-12-04,Aquaman,10:08:12,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-05-04,Aquaman,12:53:45,head-up,NA,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:07,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:11,vicinity,Guacamole,affiliative,NA,1,M,AZ,
2020-05-04,Aquaman,12:54:20,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:29,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:33,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:36,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:46,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:54:50,ruff out,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:12,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:19,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:26,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:31,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:42,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:53,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:55:58,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:16,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:21,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:26,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:34,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:48,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:53,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:56:59,ruff out,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:57:08,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:57:16,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:58:19,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:58:41,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:58:49,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:01,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:09,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:16,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:25,ruff out,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:32,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,12:59:37,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:00:34,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:00:42,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:00:46,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:00:53,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:01:16,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:02:07,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:02:58,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:03:08,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:03:09,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:03:11,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-05-04,Aquaman,13:03:14,head-up,Guacamole,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:27:16,ruff out,NA,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:27:34,ruff out,NA,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:27:47,ruff out,NA,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:28:26,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:28:31,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-06-21,Aquaman,13:28:36,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:28:37,ruff out,NA,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:28:46,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:29:13,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2020-06-21,Aquaman,13:29:20,vicinity,unbanded adult male,affiliative,NA,1,M,AZ,
2020-06-21,Aquaman,13:29:25,head-up,unbanded adult male,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:49:47,head-up,NA,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:51:52,head-up,NA,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:53:48,head-up,NA,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:54:08,head-up,NA,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:54:15,head-up,NA,aggressive,Win,1,M,AZ,
2020-06-23,Aquaman,17:54:28,head-up,NA,aggressive,Win,1,M,AZ,
2020-03-02,Azucara,8:22:54,vicinity,unbanded adult male,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:22:58,vicinity,unbanded adult female,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:23:32,vicinity,unbanded adult female,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:23:37,vicinity,unknown juvenile,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:23:59,vicinity,unbanded adult female,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:26:11,vicinity,unbanded adult female,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:26:13,vicinity,unknown juvenile,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:26:35,vicinity,unbanded adult male,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:26:38,vicinity,unbanded adult male,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:28:51,vicinity,unbanded adult male,affiliative,NA,4,F,AZ,
2020-03-02,Azucara,8:28:53,vicinity,unbanded adult male,affiliative,NA,4,F,AZ,
2020-03-24,Azucara,8:52:02,proximity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:52:08,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:52:15,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:52:36,proximity,unbanded adult male,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:52:51,vicinity,unbanded adult male,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:53:21,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:55:02,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:55:13,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:55:18,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:57:51,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:57:59,proximity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:58:23,vicinity,unbanded adult male,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:59:39,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,8:59:42,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,9:00:38,displace,unbanded adult female,aggressive,Win,3,F,AZ,
2020-03-24,Azucara,9:01:17,vicinity,unbanded adult male,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,9:04:41,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,9:04:46,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2020-03-24,Azucara,9:06:16,vicinity,unbanded adult female,affiliative,NA,3,F,AZ,
2021-12-22,Bacmut Bacni,8:13:39,vicinity,unbanded adult male,affiliative,NA,7,M,CA,First attempt at follow was done at 8:12
2021-12-22,Bacmut Bacni,8:14:01,vicinity,unbanded adult male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,8:14:15,vicinity,unbanded adult male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,8:15:03,vicinity,unbanded adult male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,8:15:58,proximity,unknown adult male,affiliative,NA,7,M,CA,added proximity before theft
2021-12-22,Bacmut Bacni,8:15:59,attempted theft,unknown adult male,aggressive,Win,7,M,CA,
2021-12-22,Bacmut Bacni,9:13:42,vicinity,unknown male,affiliative,NA,7,M,CA,second attempt to follow was done at 9:12
2021-12-22,Bacmut Bacni,9:13:42,vicinity,unknown male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,9:13:42,vicinity,unknown male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,9:14:34,vicinity,unknown female,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,9:14:49,vicinity,unknown adult male,affiliative,NA,7,M,CA,
2021-12-22,Bacmut Bacni,9:14:49,vicinity,unknown adult male,affiliative,NA,7,M,CA,
2022-01-14,Bacmut Bacni,13:20:12,vicinity,unbanded adult female,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:20:29,vicinity,unbanded adult male,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:20:57,vicinity,unbanded adult female,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:21:19,vicinity,unbanded juvenile female,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:25:21,vicinity,unbanded adult male,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:25:21,vicinity,unbanded adult male,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:27:13,vicinity,Tembleque,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:27:13,vicinity,unbanded adult male,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:29:44,vicinity,unbanded adult male,affiliative,NA,2,M,CA,
2022-01-14,Bacmut Bacni,13:30:02,head-up,unbanded adult male,aggressive,Win,2,M,CA,
2022-01-14,Bacmut Bacni,13:30:48,head-up,unbanded adult male,aggressive,Lose,2,M,CA,
2022-03-09,Bacmut Bacni,8:30:00,vicinity,unbanded unknown female,affiliative,NA,3,M,CA,Timestamps vary slightly in this follow due to multiple attempts
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult female,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult female,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult female,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult male,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult male,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult male,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:29,vicinity,unbanded adult male,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:30:55,vicinity,unbanded juvenile male,affiliative,NA,3,M,CA,
2022-03-09,Bacmut Bacni,8:31:03,vicinity,unknown male,affiliative,NA,3,M,CA,
