Date,Batch,Bird,Experiment,Trial,ColorOnLeft,CorrectChoice,Correct,NonoverlappingWindow4-trialbins,Criterion,Preference? Notes
14-Nov-14,1,Michelada,Reverse,42,S,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,43,G,No,0,,,
14-Nov-14,1,Michelada,Reverse,44,G,No,0,0.25,,
14-Nov-14,1,Michelada,Reverse,45,S,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,46,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,47,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,48,S,Yes,1,1.00,,
14-Nov-14,1,Michelada,Reverse,49,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,50,S,Yes,1,,7/10=Silver,No
14-Nov-14,1,Michelada,Reverse,51,G,No,0,,,
14-Nov-14,1,Michelada,Reverse,52,S,Yes,1,0.75,,
14-Nov-14,1,Michelada,Reverse,53,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,54,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,55,S,No,0,,,
14-Nov-14,1,Michelada,Reverse,56,S,Yes,1,0.75,,
14-Nov-14,1,Michelada,Reverse,57,G,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,58,S,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,59,S,Yes,1,,,
14-Nov-14,1,Michelada,Reverse,60,G,No,0,0.75,7/10=Silver,No
15-Nov-14,1,Michelada,Reverse,61,G,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,62,S,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,63,G,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,64,S,Yes,1,1.00,,
15-Nov-14,1,Michelada,Reverse,65,S,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,66,G,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,67,G,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,68,S,Yes,1,1.00,,
15-Nov-14,1,Michelada,Reverse,69,G,Yes,1,,,
15-Nov-14,1,Michelada,Reverse,70,S,Yes,1,,10/10=Silver,Yes: Silver
19-Nov-14,1,Tequila,Reverse,1,G,No,0,,,Needed 30 trials of refresher S/G (food always in gold) to pass again 18/20
19-Nov-14,1,Tequila,Reverse,2,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,3,G,No,0,,,
19-Nov-14,1,Tequila,Reverse,4,G,No,0,0.00,,
19-Nov-14,1,Tequila,Reverse,5,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,6,G,Yes,1,,,
19-Nov-14,1,Tequila,Reverse,7,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,8,S,No,0,0.25,,
19-Nov-14,1,Tequila,Reverse,9,G,Yes,1,,,
19-Nov-14,1,Tequila,Reverse,10,S,No,0,,2/10=Silver,No
19-Nov-14,1,Tequila,Reverse,11,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,12,G,Yes,1,0.50,,
19-Nov-14,1,Tequila,Reverse,13,G,Yes,1,,,
19-Nov-14,1,Tequila,Reverse,14,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,15,G,No,0,,,
19-Nov-14,1,Tequila,Reverse,16,S,No,0,0.25,,
19-Nov-14,1,Tequila,Reverse,17,G,Yes,1,,,
19-Nov-14,1,Tequila,Reverse,18,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,19,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,20,G,Yes,1,0.50,4/10=Silver,No
19-Nov-14,1,Tequila,Reverse,21,S,No,0,,,
19-Nov-14,1,Tequila,Reverse,22,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,23,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,24,G,Yes,1,0.50,,
20-Nov-14,1,Tequila,Reverse,25,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,26,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,27,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,28,G,Yes,1,0.50,,
20-Nov-14,1,Tequila,Reverse,29,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,30,S,No,0,,4/10=Silver,No
20-Nov-14,1,Tequila,Reverse,31,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,32,S,No,0,0.25,,
20-Nov-14,1,Tequila,Reverse,33,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,34,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,35,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,36,S,No,0,0.25,,
20-Nov-14,1,Tequila,Reverse,37,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,38,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,39,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,40,G,Yes,1,0.75,5/10=Silver,No
20-Nov-14,1,Tequila,Reverse,41,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,42,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,43,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,44,S,No,0,0.50,,
20-Nov-14,1,Tequila,Reverse,45,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,46,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,47,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,48,G,Yes,1,0.50,,
20-Nov-14,1,Tequila,Reverse,49,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,50,S,Yes,1,,6/10=Silver,No
20-Nov-14,1,Tequila,Reverse,51,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,52,G,Yes,1,0.75,,
20-Nov-14,1,Tequila,Reverse,53,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,54,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,55,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,56,S,Yes,1,0.75,,
20-Nov-14,1,Tequila,Reverse,57,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,58,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,59,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,60,G,Yes,1,1.00,8/10=Silver,No
20-Nov-14,1,Tequila,Reverse,61,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,62,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,63,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,64,S,No,0,0.50,,
20-Nov-14,1,Tequila,Reverse,65,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,66,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,67,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,68,G,Yes,1,0.50,,
20-Nov-14,1,Tequila,Reverse,69,S,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,70,S,Yes,1,,6/10=Silver,No
20-Nov-14,1,Tequila,Reverse,71,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,72,S,No,0,0.75,,
20-Nov-14,1,Tequila,Reverse,73,S,No,0,,,
20-Nov-14,1,Tequila,Reverse,74,G,Yes,1,,,
20-Nov-14,1,Tequila,Reverse,75,S,No,0,,,
21-Nov-14,1,Tequila,Reverse,76,S,Yes,1,0.50,,
21-Nov-14,1,Tequila,Reverse,77,G,No,0,,,
21-Nov-14,1,Tequila,Reverse,78,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,79,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,80,G,Yes,1,0.75,6/10=Silver,No
21-Nov-14,1,Tequila,Reverse,81,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,82,S,No,0,,,
21-Nov-14,1,Tequila,Reverse,83,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,84,G,Yes,1,0.75,,
21-Nov-14,1,Tequila,Reverse,85,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,86,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,87,G,No,0,,,
21-Nov-14,1,Tequila,Reverse,88,S,Yes,1,0.75,,
21-Nov-14,1,Tequila,Reverse,89,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,90,S,Yes,1,,8/10=Silver,No
21-Nov-14,1,Tequila,Reverse,91,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,92,S,Yes,1,1.00,,
21-Nov-14,1,Tequila,Reverse,93,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,94,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,95,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,96,G,Yes,1,1.00,,
21-Nov-14,1,Tequila,Reverse,97,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,98,S,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,99,G,Yes,1,,,
21-Nov-14,1,Tequila,Reverse,100,S,Yes,1,1.00,10/10=Silver,Yes
18-Nov-14,1,Cerveza,Reverse,1,G,No,0,,,"Retained the memory of food always in gold, got 9/10 correct in the refresher"
18-Nov-14,1,Cerveza,Reverse,2,S,No,0,,,
18-Nov-14,1,Cerveza,Reverse,3,G,No,0,,,
18-Nov-14,1,Cerveza,Reverse,4,G,No,0,0.00,,
18-Nov-14,1,Cerveza,Reverse,5,S,No,0,,,
18-Nov-14,1,Cerveza,Reverse,6,S,No,0,,,
18-Nov-14,1,Cerveza,Reverse,7,G,No,0,,,
18-Nov-14,1,Cerveza,Reverse,8,S,No,0,0.00,,
18-Nov-14,1,Cerveza,Reverse,9,G,Yes,1,,,
18-Nov-14,1,Cerveza,Reverse,10,S,No,0,,1/10=Silver,Yes: Gold
19-Nov-14,1,Cerveza,Reverse,11,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,12,G,No,0,0.25,,
19-Nov-14,1,Cerveza,Reverse,13,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,14,S,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,15,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,16,S,No,0,0.25,,
19-Nov-14,1,Cerveza,Reverse,17,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,18,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,19,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,20,G,Yes,1,0.25,2/10=Silver,No
19-Nov-14,1,Cerveza,Reverse,21,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,22,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,23,S,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,24,S,No,0,0.25,,
19-Nov-14,1,Cerveza,Reverse,25,G,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,26,S,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,27,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,28,G,Yes,1,0.75,,
19-Nov-14,1,Cerveza,Reverse,29,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,30,G,No,0,,5/10=Silver,No
19-Nov-14,1,Cerveza,Reverse,31,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,32,G,No,0,0.00,,
19-Nov-14,1,Cerveza,Reverse,33,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,34,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,35,G,No,0,,,
19-Nov-14,1,Cerveza,Reverse,36,S,No,0,0.00,,
19-Nov-14,1,Cerveza,Reverse,37,G,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,38,S,No,0,,,
19-Nov-14,1,Cerveza,Reverse,39,G,Yes,1,,,
19-Nov-14,1,Cerveza,Reverse,40,G,Yes,1,0.75,3/10=Silver,No
20-Nov-14,1,Cerveza,Reverse,41,S,No,0,,,
20-Nov-14,1,Cerveza,Reverse,42,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,43,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,44,S,No,0,0.25,,
20-Nov-14,1,Cerveza,Reverse,45,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,46,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,47,S,No,0,,,
20-Nov-14,1,Cerveza,Reverse,48,G,Yes,1,0.75,,
20-Nov-14,1,Cerveza,Reverse,49,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,50,S,No,0,,5/10=Silver,No
20-Nov-14,1,Cerveza,Reverse,51,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,52,S,Yes,1,0.75,,
20-Nov-14,1,Cerveza,Reverse,53,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,54,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,55,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,56,S,Yes,1,0.75,,
20-Nov-14,1,Cerveza,Reverse,57,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,58,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,59,S,No,0,,,
20-Nov-14,1,Cerveza,Reverse,60,G,Yes,1,0.25,6/10=Silver,No
20-Nov-14,1,Cerveza,Reverse,61,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,62,S,No,0,,,
20-Nov-14,1,Cerveza,Reverse,63,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,64,G,Yes,1,0.50,,
20-Nov-14,1,Cerveza,Reverse,65,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,66,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,67,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,68,G,Yes,1,0.75,,
20-Nov-14,1,Cerveza,Reverse,69,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,70,G,Yes,1,,7/10=Silver,No
20-Nov-14,1,Cerveza,Reverse,71,S,No,0,,,
20-Nov-14,1,Cerveza,Reverse,72,G,Yes,1,0.75,,
20-Nov-14,1,Cerveza,Reverse,73,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,74,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,75,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,76,S,Yes,1,1.00,,
20-Nov-14,1,Cerveza,Reverse,77,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,78,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,79,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,80,G,Yes,1,1.00,9/10=Silver,Yes: Silver
20-Nov-14,1,Cerveza,Reverse,81,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,82,S,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,83,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,84,S,Yes,1,1.00,,
20-Nov-14,1,Cerveza,Reverse,85,G,Yes,1,,,
20-Nov-14,1,Cerveza,Reverse,86,G,No,0,,,
20-Nov-14,1,Cerveza,Reverse,87,S,Yes,1,,,
21-Nov-14,1,Cerveza,Reverse,88,G,Yes,1,0.75,,
21-Nov-14,1,Cerveza,Reverse,89,S,Yes,1,,,
21-Nov-14,1,Cerveza,Reverse,90,S,Yes,1,,9/10=Silver,Yes: Silver
20-Nov-14,1,Margarita,Reverse,1,G,No,0,,,"Retained the memory of food always in gold, got 9/10 correct in the refresher"
20-Nov-14,1,Margarita,Reverse,2,S,No,0,,,
20-Nov-14,1,Margarita,Reverse,3,G,No,0,,,
20-Nov-14,1,Margarita,Reverse,4,G,No,0,0.00,,
20-Nov-14,1,Margarita,Reverse,5,S,No,0,,,
20-Nov-14,1,Margarita,Reverse,6,S,Yes,1,,,
20-Nov-14,1,Margarita,Reverse,7,G,No,0,,,
21-Nov-14,1,Margarita,Reverse,8,S,Yes,1,0.50,,
21-Nov-14,1,Margarita,Reverse,9,G,No,0,,,
21-Nov-14,1,Margarita,Reverse,10,S,No,0,,2/10=Silver,No
21-Nov-14,1,Margarita,Reverse,11,G,No,0,,,
21-Nov-14,1,Margarita,Reverse,12,S,Yes,1,0.25,,
21-Nov-14,1,Margarita,Reverse,13,G,Yes,1,,,
21-Nov-14,1,Margarita,Reverse,14,S,Yes,1,,,
21-Nov-14,1,Margarita,Reverse,15,G,No,0,,,
21-Nov-14,1,Margarita,Reverse,16,G,No,0,0.50,,
21-Nov-14,1,Margarita,Reverse,17,S,Yes,1,,,
21-Nov-14,1,Margarita,Reverse,18,G,Yes,1,,,
21-Nov-14,1,Margarita,Reverse,19,S,Yes,1,,,
21-Nov-14,1,Margarita,Reverse,20,G,Yes,1,1.00,7/10=Silver,No
21-Nov-14,1,Margarita,Reverse,21,S,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,22,G,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,23,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,24,G,No,0,0.50,,
25-Nov-14,1,Margarita,Reverse,25,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,26,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,27,G,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,28,G,Yes,1,0.50,,
25-Nov-14,1,Margarita,Reverse,29,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,30,G,No,0,,4/10=Silver,No
25-Nov-14,1,Margarita,Reverse,31,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,32,G,Yes,1,0.25,,
25-Nov-14,1,Margarita,Reverse,33,S,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,34,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,35,G,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,36,S,Yes,1,0.75,,
25-Nov-14,1,Margarita,Reverse,37,G,No,0,,,
25-Nov-14,1,Margarita,Reverse,38,G,Yes,1,,,
25-Nov-14,1,Margarita,Reverse,39,S,No,0,,,
25-Nov-14,1,Margarita,Reverse,40,S,Yes,1,0.50,6/10=Silver,No
3-Dec-14,1,Margarita,Reverse,41,G,Yes,1,,,
3-Dec-14,1,Margarita,Reverse,42,S,No,0,,,
3-Dec-14,1,Margarita,Reverse,43,G,Yes,1,,,
3-Dec-14,1,Margarita,Reverse,44,G,Yes,1,0.75,,
3-Dec-14,1,Margarita,Reverse,45,S,Yes,1,,,
3-Dec-14,1,Margarita,Reverse,46,G,Yes,1,,,
3-Dec-14,1,Margarita,Reverse,47,S,Yes,1,,,
3-Dec-14,1,Margarita,Reverse,48,S,Yes,1,1.00,,
3-Dec-14,1,Margarita,Reverse,49,G,No,0,,,
3-Dec-14,1,Margarita,Reverse,50,S,Yes,1,,8/10=Silver,No
4-Dec-14,1,Margarita,Reverse,51,S,No,0,,,
4-Dec-14,1,Margarita,Reverse,52,G,Yes,1,0.50,,
4-Dec-14,1,Margarita,Reverse,53,S,Yes,1,,,
4-Dec-14,1,Margarita,Reverse,54,G,Yes,1,,,
4-Dec-14,1,Margarita,Reverse,55,G,No,0,,,
5-Dec-14,1,Margarita,Reverse,56,S,Yes,1,0.75,,
5-Dec-14,1,Margarita,Reverse,57,S,No,0,,,
5-Dec-14,1,Margarita,Reverse,58,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,59,S,No,0,,,
7-Dec-14,1,Margarita,Reverse,60,G,Yes,1,0.50,6/10=Silver,No
7-Dec-14,1,Margarita,Reverse,61,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,62,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,63,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,64,S,Yes,1,1.00,,
7-Dec-14,1,Margarita,Reverse,65,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,66,S,No,0,,,
7-Dec-14,1,Margarita,Reverse,67,S,No,0,,,
7-Dec-14,1,Margarita,Reverse,68,G,Yes,1,0.50,,
7-Dec-14,1,Margarita,Reverse,69,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,70,S,Yes,1,,8/10=Silver,No
7-Dec-14,1,Margarita,Reverse,71,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,72,S,Yes,1,1.00,,
7-Dec-14,1,Margarita,Reverse,73,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,74,G,No,0,,,
7-Dec-14,1,Margarita,Reverse,75,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,76,G,No,0,0.50,,
7-Dec-14,1,Margarita,Reverse,77,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,78,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,79,G,No,0,,,
7-Dec-14,1,Margarita,Reverse,80,G,Yes,1,0.75,7/10=Silver,No
7-Dec-14,1,Margarita,Reverse,81,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,82,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,83,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,84,S,Yes,1,1.00,,
7-Dec-14,1,Margarita,Reverse,85,G,No,0,,,
7-Dec-14,1,Margarita,Reverse,86,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,87,S,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,88,G,No,0,0.50,,
7-Dec-14,1,Margarita,Reverse,89,G,Yes,1,,,
7-Dec-14,1,Margarita,Reverse,90,S,Yes,1,,8/10=Silver,No
8-Dec-14,1,Margarita,Reverse,91,S,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,92,G,Yes,1,1.00,,
8-Dec-14,1,Margarita,Reverse,93,G,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,94,S,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,95,G,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,96,S,Yes,1,1.00,,
8-Dec-14,1,Margarita,Reverse,97,S,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,98,G,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,99,S,Yes,1,,,
8-Dec-14,1,Margarita,Reverse,100,G,Yes,1,1.00,10/10=Silver,Yes: Silver
28-Feb-15,2,Batido,Reverse,1,G,No,0,,,Needed 30 trials of refresher S/G (food always in gold) to pass again 18/20
28-Feb-15,2,Batido,Reverse,2,S,No,0,,,
28-Feb-15,2,Batido,Reverse,3,G,No,0,,,
28-Feb-15,2,Batido,Reverse,4,G,No,0,0.00,,
28-Feb-15,2,Batido,Reverse,5,S,No,0,,,
2-Mar-15,2,Batido,Reverse,6,G,No,0,,,
2-Mar-15,2,Batido,Reverse,7,S,No,0,,,
2-Mar-15,2,Batido,Reverse,8,S,No,0,0.00,,
2-Mar-15,2,Batido,Reverse,9,G,No,0,,,
2-Mar-15,2,Batido,Reverse,10,S,No,0,,0/10=Silver,
3-Mar-15,2,Batido,Reverse,11,S,No,0,,,
4-Mar-15,2,Batido,Reverse,12,G,No,0,0.00,,
4-Mar-15,2,Batido,Reverse,13,S,No,0,,,
4-Mar-15,2,Batido,Reverse,14,S,Yes,1,,,
5-Mar-15,2,Batido,Reverse,15,G,No,0,,,
5-Mar-15,2,Batido,Reverse,16,S,No,0,0.25,,
5-Mar-15,2,Batido,Reverse,17,G,Yes,1,,,
5-Mar-15,2,Batido,Reverse,18,S,No,0,,,
5-Mar-15,2,Batido,Reverse,19,S,No,0,,,
6-Mar-15,2,Batido,Reverse,20,G,No,0,0.25,2/10=Silver,INCOMPLETE! Did not finish this experiment because he stopped participating
6-Mar-15,2,Horchata,Reverse,1,G,No,0,,,Needed 50 trials of refresher S/G (food always in gold) to pass again 18/20
7-Mar-15,2,Horchata,Reverse,2,S,No,0,,,
7-Mar-15,2,Horchata,Reverse,3,G,No,0,,,
7-Mar-15,2,Horchata,Reverse,4,S,Yes,1,0.25,,
7-Mar-15,2,Horchata,Reverse,5,S,Yes,1,,,
7-Mar-15,2,Horchata,Reverse,6,G,No,0,,,
7-Mar-15,2,Horchata,Reverse,7,S,Yes,1,,,
7-Mar-15,2,Horchata,Reverse,8,G,No,0,0.50,,
7-Mar-15,2,Horchata,Reverse,9,G,No,0,,,
7-Mar-15,2,Horchata,Reverse,10,S,Yes,1,,4/10=Silver,
7-Mar-15,2,Horchata,Reverse,11,S,Yes,1,,,
7-Mar-15,2,Horchata,Reverse,12,G,No,0,0.50,,
7-Mar-15,2,Horchata,Reverse,13,G,No,0,,,
7-Mar-15,2,Horchata,Reverse,14,S,Yes,1,,,
7-Mar-15,2,Horchata,Reverse,15,G,No,0,,,
7-Mar-15,2,Horchata,Reverse,16,S,Yes,1,0.50,,
7-Mar-15,2,Horchata,Reverse,17,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,18,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,19,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,20,S,Yes,1,0.50,4/10=Silver,
8-Mar-15,2,Horchata,Reverse,21,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,22,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,23,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,24,G,No,0,0.50,,
8-Mar-15,2,Horchata,Reverse,25,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,26,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,27,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,28,G,No,0,0.25,,
8-Mar-15,2,Horchata,Reverse,29,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,30,G,No,0,,4/10=Silver,
8-Mar-15,2,Horchata,Reverse,31,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,32,G,No,0,0.50,,
8-Mar-15,2,Horchata,Reverse,33,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,34,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,35,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,36,S,Yes,1,0.50,,
8-Mar-15,2,Horchata,Reverse,37,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,38,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,39,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,40,G,No,0,0.25,4/10=Silver,
8-Mar-15,2,Horchata,Reverse,41,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,42,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,43,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,44,S,Yes,1,0.75,,
8-Mar-15,2,Horchata,Reverse,45,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,46,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,47,G,No,0,,,
8-Mar-15,2,Horchata,Reverse,48,G,No,0,0.25,,
8-Mar-15,2,Horchata,Reverse,49,S,Yes,1,,,
8-Mar-15,2,Horchata,Reverse,50,G,No,0,,5/10=Silver,
10-Mar-15,2,Horchata,Reverse,51,S,No,0,,,
10-Mar-15,2,Horchata,Reverse,52,G,No,0,0.25,,
10-Mar-15,2,Horchata,Reverse,53,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,54,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,55,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,56,S,Yes,1,0.50,,
10-Mar-15,2,Horchata,Reverse,57,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,58,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,59,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,60,G,No,0,0.50,4/10=Silver,
10-Mar-15,2,Horchata,Reverse,61,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,62,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,63,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,64,G,No,0,0.50,,
10-Mar-15,2,Horchata,Reverse,65,G,No,0,,,
10-Mar-15,2,Horchata,Reverse,66,S,Yes,1,,,
10-Mar-15,2,Horchata,Reverse,67,G,No,0,,,
