Phi (males),0.05,0.55,-0.81,0.92,1127,1.00
Lambda (males),-0.02,0.47,-0.83,0.66,1071,1.00
Phi (females),-0.14,0.58,-1.17,0.65,905,1.00
Lambda (females),-0.33,0.59,-1.30,0.59,943,1.00
