CodingDate,VideoCoder,VideoFileName,TrialDate,Experimenter,BirdID,Test,AviaryOrWild,Condition,Time,IndicatedTrial,LatencyFirstLandingOnFloor,LatencyFirstTimeWithin20cmOfObject,LatencyFirstTouchToFood,LatencyFirstTouchToApparatus,ApproachedFirst,TotalDurationNear<20cm,TotalDurationFar>20cm,TotalDurationOutOfView,ClosestDistanceToApparatus,TrialDuration,TotalTouchesToApparatus,MotorActionsUsed,TotalNumberMotorActionsUsedForThisBirdInThisExperiment,Notes
2020-02-23,AJB,A036R-2018-12-25 Boldness C2 T1,2018-12-25,CL,A036R,Boldness,Aviary,C2,1,1,6.60,n/a,9.20,n/a,n/a,n/a,n/a,n/a,n/a,306.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R-2018-12-25 Boldness C2 T2,2018-12-25,CL,A036R,Boldness,Aviary,C2,1,2,695.20,n/a,n/a,n/a,Food,n/a,211.00,695.20,Far,906.00,n/a,n/a,n/a,
2020-02-23,AJB,A036R-2018-12-25 Boldness C2 T3,2018-12-25,CL,A036R,Boldness,Aviary,C2,1,3,3.00,n/a,5.00,n/a,n/a,n/a,n/a,n/a,n/a,304.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R-2018-12-24 Boldness C3 T1,2018-12-24,CL,A036R,Boldness,Aviary,C3,1,1,1.40,n/a,3.00,n/a,n/a,n/a,n/a,n/a,n/a,304.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R-2018-12-24 Boldness C3 T2,2018-12-24,CL,A036R,Boldness,Aviary,C3,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,905.60,OutOfView,905.60,n/a,n/a,n/a,
2020-02-23,AJB,A036R-2018-12-24 Boldness C3 T3,2018-12-24,CL,A036R,Boldness,Aviary,C3,1,3,6.60,n/a,10.00,n/a,n/a,n/a,n/a,n/a,n/a,312.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-2-11 Boldness Time2 C1 T1,2019-02-11,KM,A036R,Boldness,Aviary,C1,2,1,16.20,n/a,17.80,n/a,n/a,n/a,n/a,n/a,n/a,139.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-2-11 Boldness Time2 C1 T2,2019-02-11,KM,A036R,Boldness,Aviary,C1,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,663.20,OutOfView,663.20,n/a,n/a,n/a,
2020-02-23,AJB,A036R- 2019-2-11 Boldness Time2 C1 T3,2019-02-11,KM,A036R,Boldness,Aviary,C1,2,3,17.40,n/a,18.80,n/a,n/a,n/a,n/a,n/a,n/a,277.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-02-10 Boldness Time2 C2 T1,2019-02-10,LB,A036R,Boldness,Aviary,C2,2,1,4.00,n/a,5.00,n/a,n/a,n/a,n/a,n/a,n/a,364.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-02-10 Boldness Time2 C2 T2,2019-02-10,LB,A036R,Boldness,Aviary,C2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,947.20,OutOfView,947.20,n/a,n/a,n/a,
2020-02-23,AJB,A036R- 2019-02-10 Boldness Time2 C2 T3,2019-02-10,LB,A036R,Boldness,Aviary,C2,2,3,36.00,n/a,38.60,n/a,n/a,n/a,n/a,n/a,n/a,303.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-2-8 Boldness Time2 C3 T1,2019-02-08,KM,A036R,Boldness,Aviary,C3,2,1,2.20,n/a,3.60,n/a,n/a,n/a,n/a,n/a,n/a,151.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-23,AJB,A036R- 2019-2-8 Boldness Time2 C3 T2,2019-02-08,KM,A036R,Boldness,Aviary,C3,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,608.60,OutOfView,608.60,n/a,n/a,n/a,
2020-02-23,AJB,A036R- 2019-2-8 Boldness Time2 C3 T3,2019-02-08,KM,A036R,Boldness,Aviary,C3,2,3,2.00,n/a,8.40,n/a,n/a,n/a,n/a,n/a,n/a,185.20,n/a,n/a,0,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-1-25 Boldness Time1 C1 T1-3,2019-01-25,KM,A042GY,Boldness,Aviary,C1,1,1,12.00,n/a,14.00,n/a,n/a,n/a,n/a,n/a,n/a,326.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-1-25 Boldness Time1 C1 T1-3,2019-01-25,KM,A042GY,Boldness,Aviary,C1,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,OutOfView,981.20,n/a,n/a,n/a,
2020-02-24,AJB,A042GY 2019-1-25 Boldness Time1 C1 T1-3,2019-01-25,KM,A042GY,Boldness,Aviary,C1,1,3,50.00,n/a,52.60,n/a,n/a,n/a,n/a,n/a,n/a,324.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-01-27 Boldness Time1 C2 T1-3,2019-01-27,LB,A042GY,Boldness,Aviary,C2,1,1,13.60,n/a,15.40,n/a,n/a,n/a,n/a,n/a,n/a,531.20,n/a,n/a,n/a,Note: no data collected for C2 T2 or C2 T3 because the video recording for this trial stops shortly after Trial 2 begins
2020-02-24,AJB,A042GY 2019-01-28 Boldness Time1 C3 T1,2019-01-28,LB,A042GY,Boldness,Aviary,C3,1,1,8.00,n/a,9.60,n/a,n/a,n/a,n/a,n/a,n/a,308.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-01-28 Boldness Time1 C3 T2,2019-01-28,LB,A042GY,Boldness,Aviary,C3,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,923.20,OutOfView,923.20,n/a,n/a,n/a,
2020-02-24,AJB,A042GY 2019-01-28 Boldness Time1 C3 T3,2019-01-28,LB,A042GY,Boldness,Aviary,C3,1,3,91.60,n/a,96.00,n/a,n/a,n/a,n/a,n/a,n/a,346.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-3-11 Boldness Time2 C1 T1,2019-03-11,KM,A042GY,Boldness,Aviary,C1,2,1,1.20,n/a,3.60,n/a,n/a,n/a,n/a,n/a,n/a,303.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-3-11 Boldness Time2 C1 T2,2019-03-11,KM,A042GY,Boldness,Aviary,C1,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,612.60,OutOfView,612.60,n/a,n/a,n/a,
2020-02-24,AJB,A042GY 2019-3-11 Boldness Time2 C1 T3,2019-03-11,KM,A042GY,Boldness,Aviary,C1,2,3,136.40,n/a,139.80,n/a,n/a,n/a,n/a,n/a,n/a,313.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-3-10 Boldness Time2 C2 T1 ,2019-03-10,KM,A042GY,Boldness,Aviary,C2,2,1,4.40,n/a,11.80,n/a,n/a,n/a,n/a,n/a,n/a,320.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-3-10 Boldness Time2 C2 T2,2019-03-10,KM,A042GY,Boldness,Aviary,C2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,611.40,OutOfView,611.40,n/a,n/a,n/a,
2020-02-24,AJB,A042GY 2019-3-10 Boldness Time2 C2 T3,2019-03-10,KM,A042GY,Boldness,Aviary,C2,2,3,31.60,n/a,36.40,n/a,n/a,n/a,n/a,n/a,n/a,306.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-03-08 Boldness Time2 C3 T1,2019-03-08,LB,A042GY,Boldness,Aviary,C3,2,1,21.80,n/a,24.60,n/a,n/a,n/a,n/a,n/a,n/a,314.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A042GY 2019-03-08 Boldness Time2 C3 T2,2019-03-08,LB,A042GY,Boldness,Aviary,C3,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,908.40,OutOfView,908.40,n/a,n/a,n/a,
2020-02-24,AJB,A042GY 2019-03-08 Boldness Time2 C3 T3,2019-03-08,LB,A042GY,Boldness,Aviary,C3,2,3,42.40,n/a,45.60,n/a,n/a,n/a,n/a,n/a,n/a,304.20,n/a,n/a,0,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-4-11 Boldness Time1 C1 T1,2019-04-11,KM,A044KS,Boldness,Aviary,C1,1,1,29.60,n/a,30.80,n/a,n/a,n/a,n/a,n/a,n/a,463.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-4-11 Boldness Time1 C1 T2,2019-04-11,KM,A044KS,Boldness,Aviary,C1,1,2,431.80,481.60,486.20,n/a,Food,5.4,173.80,736.00,Near,915.00,n/a,n/a,n/a,
2020-02-24,AJB,A044KS 2019-4-11 Boldness Time1 C1 T3,2019-04-11,KM,A044KS,Boldness,Aviary,C1,1,3,67.80,n/a,68.80,n/a,n/a,n/a,n/a,n/a,n/a,273.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-04-12 Boldness Time1 C2 S1 T1,2019-04-12,LB,A044KS,Boldness,Aviary,C2,1,1,30.80,n/a,34.80,n/a,n/a,n/a,n/a,n/a,n/a,310.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-04-12 Boldness Time1 C2 S1 T2,2019-04-12,LB,A044KS,Boldness,Aviary,C2,1,2,171.00,182.80,182.80,n/a,Food,n/a,741.40,170.60,Far,911.80,n/a,n/a,n/a,
2020-02-24,AJB,A044KS 2019-04-12 Boldness Time1 C2 S1 T3,2019-04-12,LB,A044KS,Boldness,Aviary,C2,1,3,222.20,n/a,222.80,n/a,n/a,n/a,n/a,n/a,n/a,309.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-4-10 Boldness Time1 C3 T1,2019-04-10,KM,A044KS,Boldness,Aviary,C3,1,1,111.80,n/a,114.00,n/a,n/a,n/a,n/a,n/a,n/a,320.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-4-10 Boldness Time1 C3 T2,2019-04-10,KM,A044KS,Boldness,Aviary,C3,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,871.80,OutOfView,871.80,n/a,n/a,n/a,Note: no video fo C3 T3 so no data were able to be collected
2021-04-13,AJB,A044KS 2019-4-11 Boldness Time1 C1 T3,2019-04-11,KM,A044KS,Boldness,Aviary,C3,1,3,67.80,n/a,68.80,n/a,Object,n/a,n/a,n/a,n/a,273.80,n/a,n/a,n/a,"No video for this trial on Keeper, and no note on this trial in data_individual_differences sheet"
2020-02-24,AJB,A044KS 2019-5-23 Boldness Time2 C1 T1,2019-05-23,KM,A044KS,Boldness,Aviary,C1,2,1,45.20,n/a,49.20,n/a,n/a,n/a,n/a,n/a,n/a,334.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-5-23 Boldness Time2 C1 T2,2019-05-23,KM,A044KS,Boldness,Aviary,C1,2,2,548.40,562.40,562.40,n/a,Object,n/a,73.20,828.80,Far,901.80,n/a,n/a,n/a,
2020-02-24,AJB,A044KS 2019-5-23 Boldness Time2 C1 T3,2019-05-23,KM,A044KS,Boldness,Aviary,C1,2,3,56.60,n/a,63.40,n/a,n/a,n/a,n/a,n/a,n/a,300.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-24,AJB,A044KS 2019-5-22 Boldness Time2 C2 T1,2019-05-22,KM,A044KS,Boldness,Aviary,C2,2,1,51.40,n/a,67.80,n/a,n/a,n/a,n/a,n/a,n/a,235.80,n/a,n/a,n/a,There is a plastic box in the center of the run; No Solomon output excel file because not trial 2
2020-02-25,AJB,A044KS 2019-5-22 Boldness Time2 C2 T2,2019-05-22,KM,A044KS,Boldness,Aviary,C2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1042.60,OutOfView,1042.60,n/a,n/a,n/a,
2020-02-25,AJB,A044KS 2019-5-22 Boldness Time2 C2 T3,2019-05-22,KM,A044KS,Boldness,Aviary,C2,2,3,398.40,n/a,411.00,n/a,n/a,n/a,n/a,n/a,n/a,421.40,n/a,n/a,n/a,There is a plastic box in the center of the run; No Solomon output excel file because not trial 2
2020-02-25,AJB,A044KS 2019-05-24 Boldness Time2 C3 T1,2019-05-24,LB,A044KS,Boldness,Aviary,C3,2,1,31.80,n/a,33.40,n/a,n/a,n/a,n/a,n/a,n/a,308.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-02-25,AJB,A044KS 2019-05-24 Boldness Time2 C3 T2,2019-05-24,LB,A044KS,Boldness,Aviary,C3,2,2,662.20,717.40,717.60,n/a,Food,n/a,183.00,731.40,Far,914.20,n/a,n/a,n/a,
2020-02-25,AJB,A044KS 2019-05-24 Boldness Time2 C3 T3,2019-05-24,LB,A044KS,Boldness,Aviary,C3,2,3,69.40,n/a,71.20,n/a,n/a,n/a,n/a,n/a,n/a,309.60,n/a,n/a,0,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-14 Boldness Time1 C1 T1,2019-05-14,KM,A046NG,Boldness,Aviary,C1,1,1,13.60,n/a,17.80,n/a,n/a,n/a,n/a,n/a,n/a,342.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-14 Boldness Time1 C1 T2,2019-05-14,KM,A046NG,Boldness,Aviary,C1,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,926.40,OutOfView,926.40,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-14 Boldness Time1 C1 T3,2019-05-14,KM,A046NG,Boldness,Aviary,C1,1,3,291.80,n/a,297.60,n/a,n/a,n/a,n/a,n/a,n/a,343.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-16 Boldness Time1 C2 T1,2019-05-16,KM,A046NG,Boldness,Aviary,C2,1,1,78.40,n/a,94.80,n/a,n/a,n/a,n/a,n/a,n/a,458.00,n/a,n/a,n/a,There is a box in the middle of the run in this trial; No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-16 Boldness Time1 C2 T2,2019-05-16,KM,A046NG,Boldness,Aviary,C2,1,2,99.00,177.20,178.20,n/a,Food,n/a,350.00,605.6,Far,955.40,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-16 Boldness Time1 C2 T3,2019-05-16,KM,A046NG,Boldness,Aviary,C2,1,3,21.60,n/a,30.60,n/a,n/a,n/a,n/a,n/a,n/a,306.20,n/a,n/a,n/a,There is a box in the middle of the run in this trial; No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-15 Boldness Time1 C3 T1,2019-05-15,KM,A046NG,Boldness,Aviary,C3,1,1,15.40,n/a,22.00,n/a,n/a,n/a,n/a,n/a,n/a,325.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-15 Boldness Time1 C3 T2,2019-05-15,KM,A046NG,Boldness,Aviary,C3,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,903.00,OutOfView,903.00,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-15 Boldness Time1 C3 T3,2019-05-15,KM,A046NG,Boldness,Aviary,C3,1,3,36.60,n/a,43.40,n/a,n/a,n/a,n/a,n/a,n/a,325.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-27 Boldness Time2 C1 T1,2019-05-27,KM,A046NG,Boldness,Aviary,C1,2,1,14.60,n/a,17.20,n/a,n/a,n/a,n/a,n/a,n/a,267.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-27 Boldness Time2 C1 T2,2019-05-27,KM,A046NG,Boldness,Aviary,C1,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,922.80,OutOfView,922.80,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-27 Boldness Time2 C1 T3,2019-05-27,KM,A046NG,Boldness,Aviary,C1,2,3,10.60,n/a,12.60,n/a,n/a,n/a,n/a,n/a,n/a,345.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-28 Boldness Time2 C2 T1,2019-05-28,KM,A046NG,Boldness,Aviary,C2,2,1,15.20,n/a,23.20,n/a,n/a,n/a,n/a,n/a,n/a,290.60,n/a,n/a,n/a,There is a box in the middle of the run in this trial; No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-28 Boldness Time2 C2 T2,2019-05-28,KM,A046NG,Boldness,Aviary,C2,2,2,29.60,63.20,63.20,n/a,Food,n/a,114.60,790.80,Far,905.20,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-28 Boldness Time2 C2 T3,2019-05-28,KM,A046NG,Boldness,Aviary,C2,2,3,20.40,n/a,27.40,n/a,n/a,n/a,n/a,n/a,n/a,339.60,n/a,n/a,n/a,There is a box in the middle of the run in this trial; No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-26 Boldness Time2 C3 T1,2019-05-26,KM,A046NG,Boldness,Aviary,C3,2,1,24.20,n/a,32.80,n/a,n/a,n/a,n/a,n/a,n/a,170.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-01,AJB,A046NG 2019-5-26 Boldness Time2 C3 T2,2019-05-26,KM,A046NG,Boldness,Aviary,C3,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,908.60,OutOfView,908.60,n/a,n/a,n/a,
2020-03-01,AJB,A046NG 2019-5-26 Boldness Time2 C3 T3,2019-05-26,KM,A046NG,Boldness,Aviary,C3,2,3,27.40,n/a,44.20,n/a,n/a,n/a,n/a,n/a,n/a,344.20,n/a,n/a,0,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-27 Boldness Time1 C1 T1,2019-10-27,KM,A064LR,Boldness,Aviary,C1,1,1,2.80,n/a,4.40,n/a,n/a,n/a,n/a,n/a,n/a,313.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-27 Boldness Time1 C1 T2,2019-10-27,KM,A064LR,Boldness,Aviary,C1,1,2,668.60,n/a,n/a,n/a,Food,n/a,2.40,901.60,Far,903.80,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-10-27 Boldness Time1 C1 T3,2019-10-27,KM,A064LR,Boldness,Aviary,C1,1,3,2.80,n/a,4.80,n/a,n/a,n/a,n/a,n/a,n/a,307.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-29 Boldness Time1 C2 T1-T3,2019-10-29,MM,A064LR,Boldness,Aviary,C2,1,1,0.00,n/a,1.20,n/a,n/a,n/a,n/a,n/a,n/a,405.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-29 Boldness Time1 C2 T1-T3,2019-10-29,MM,A064LR,Boldness,Aviary,C2,1,2,264.80,n/a,n/a,n/a,Food,n/a,93.40,827.80,Far,921.00,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-10-29 Boldness Time1 C2 T1-T3,2019-10-29,MM,A064LR,Boldness,Aviary,C2,1,3,1.40,n/a,6.20,n/a,n/a,n/a,n/a,n/a,n/a,305.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-28 Boldness Time1 C3 T1-T3,2019-10-28,MM,A064LR,Boldness,Aviary,C3,1,1,0.00,n/a,2.80,n/a,n/a,n/a,n/a,n/a,n/a,409.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-10-28 Boldness Time1 C3 T1-T3,2019-10-28,MM,A064LR,Boldness,Aviary,C3,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,928.20,Far,928.20,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-10-28 Boldness Time1 C3 T1-T3,2019-10-28,MM,A064LR,Boldness,Aviary,C3,1,3,1.80,n/a,4.20,n/a,n/a,n/a,n/a,n/a,n/a,303.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-10 Boldness Time2 C1 T1,2019-12-10,MM,A064LR,Boldness,Aviary,C1,2,1,2.20,n/a,5.40,n/a,n/a,n/a,n/a,n/a,n/a,312.60,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-10 Boldness Time2 C1 T2,2019-12-10,MM,A064LR,Boldness,Aviary,C1,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1016.00,OutOfView,1016.00,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-12-10 Boldness Time2 C1 T3,2019-12-10,MM,A064LR,Boldness,Aviary,C1,2,3,2.20,n/a,5.40,n/a,n/a,n/a,n/a,n/a,n/a,357.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-9 Boldness Time2 C2 T1,2019-12-09,KM,A064LR,Boldness,Aviary,C2,2,1,29.00,n/a,31.60,n/a,n/a,n/a,n/a,n/a,n/a,306.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-9 Boldness Time2 C2 T2,2019-12-09,KM,A064LR,Boldness,Aviary,C2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,672.80,OutOfView,672.80,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-12-9 Boldness Time2 C2 T3,2019-12-09,KM,A064LR,Boldness,Aviary,C2,2,3,16.20,n/a,22.20,n/a,n/a,n/a,n/a,n/a,n/a,305.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-11 Boldness Time2 C3 T1,2019-12-11,MM,A064LR,Boldness,Aviary,C3,2,1,0.20,n/a,3.20,n/a,n/a,n/a,n/a,n/a,n/a,318.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-02,AJB,A064LR 2019-12-11 Boldness Time2 C3 T2,2019-12-11,MM,A064LR,Boldness,Aviary,C3,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,918.00,OutOfView,918.00,n/a,n/a,n/a,
2020-03-02,AJB,A064LR 2019-12-11 Boldness Time2 C3 T3,2019-12-11,MM,A064LR,Boldness,Aviary,C3,2,3,0.40,n/a,4.00,n/a,n/a,n/a,n/a,n/a,n/a,305.80,n/a,n/a,0,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-21 Boldness Time1 C1 T1,2019-11-21,MM,A068YS,Boldness,Aviary,C1,1,1,0.40,n/a,0.60,n/a,n/a,n/a,n/a,n/a,n/a,316.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-21 Boldness Time1 C1 T2,2019-11-21,MM,A068YS,Boldness,Aviary,C1,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,903.00,OutOfView,903.00,n/a,n/a,n/a,
2020-03-03,AJB,A068YS 2019-11-21 Boldness Time1 C1 T3,2019-11-21,MM,A068YS,Boldness,Aviary,C1,1,3,0.60,n/a,1.20,n/a,n/a,n/a,n/a,n/a,n/a,403.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-22 Boldness Time1 C2 T1,2019-11-22,MM,A068YS,Boldness,Aviary,C2,1,1,25.60,n/a,27.40,n/a,n/a,n/a,n/a,n/a,n/a,373.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-22 Boldness Time1 C2 T2,2019-11-22,MM,A068YS,Boldness,Aviary,C2,1,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,934.80,n/a,n/a,n/a,
2020-03-03,AJB,A068YS 2019-11-22 Boldness Time1 C2 T3,2019-11-22,MM,A068YS,Boldness,Aviary,C2,1,3,0.00,n/a,0.00,n/a,n/a,n/a,n/a,n/a,n/a,333.80,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-24 Boldness Time1 C3 T1,2019-11-24,MM,A068YS,Boldness,Aviary,C3,1,1,1.20,n/a,1.80,n/a,n/a,n/a,n/a,n/a,n/a,405.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-11-24 Boldness Time1 C3 T2,2019-11-24,MM,A068YS,Boldness,Aviary,C3,1,2,836.20,n/a,n/a,n/a,Food,n/a,80.80,942.40,Far,1023.00,n/a,n/a,n/a,
2020-03-03,AJB,A068YS 2019-11-24 Boldness Time1 C3 T3,2019-11-24,MM,A068YS,Boldness,Aviary,C3,1,3,0.60,n/a,1.00,n/a,n/a,n/a,n/a,n/a,n/a,310.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-20 Boldness Time2 C1 T1,2019-12-20,MM,A068YS,Boldness,Aviary,C1,2,1,0.40,n/a,2.20,n/a,n/a,n/a,n/a,n/a,n/a,307.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-20 Boldness Time2 C1 T2,2019-12-20,MM,A068YS,Boldness,Aviary,C1,2,2,16.00,n/a,n/a,n/a,n/a,n/a,414.20,502.20,Far,916.20,n/a,n/a,n/a,
2020-03-03,AJB,A068YS 2019-12-20 Boldness Time2 C1 T3,2019-12-20,MM,A068YS,Boldness,Aviary,C1,2,3,0.40,n/a,1.60,n/a,n/a,n/a,n/a,n/a,n/a,310.40,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-19 Boldness Time2 C2 T1,2019-12-19,MM,A068YS,Boldness,Aviary,C2,2,1,1.00,n/a,2.20,n/a,n/a,n/a,n/a,n/a,n/a,321.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-19 Boldness Time2 C2 T2,2019-12-19,MM,A068YS,Boldness,Aviary,C2,2,2,17.20,214.20,n/a,n/a,Food,10.20,701.60,207.60,Near,919.20,n/a,n/a,n/a,
2020-03-03,AJB,A068YS 2019-12-19 Boldness Time2 C2 T3,2019-12-19,MM,A068YS,Boldness,Aviary,C2,2,3,0.20,n/a,1.00,n/a,n/a,n/a,n/a,n/a,n/a,308.00,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-18 Boldness Time2 C3 T1,2019-12-18,MM,A068YS,Boldness,Aviary,C3,2,1,0.20,n/a,1.00,n/a,n/a,n/a,n/a,n/a,n/a,319.20,n/a,n/a,n/a,No Solomon output excel file because not trial 2
2020-03-03,AJB,A068YS 2019-12-18 Boldness Time2 C3 T2,2019-12-18,MM,A068YS,Boldness,Aviary,C3,2,2,27.20,n/a,n/a,n/a,Food,n/a,14.80,899.40,,914.00,n/a,n/a,n/a,
