"","Adobo","Avocada","Burrito","Chalupa","Chilaquile","Diablo","Fideo","Guacamole","Habanero","Huachinango","Marisco","Mofongo","Mole","Pizza","Pollito","Queso","Taco","Tapa","Taquito","Tomatillo","Yuca"
"1",4.00106629761901,2.99897630869273,2.5685203659094,3.21956739129187,3.67627789958596,5.13018643178038,3.08822347996839,4.53392041954348,5.09831962426606,6.71864165882645,4.00458845324747,4.83087204989479,2.75534317699573,3.22641947274746,3.93286237317047,3.88595822201248,4.87569178988697,4.38639585438154,4.945267209925,4.02415161591932,4.76917817642996
"2",5.98757806112086,2.01475782082643,3.16148230033953,5.39186857909646,4.54139893476462,9.89694377614836,5.71703320282117,6.07941211687672,2.89681251574039,3.86693421273811,2.49053612862259,6.33677522843306,8.47315558929458,2.89199622797693,3.30920837780009,2.39864021570731,3.33956313323128,4.39193498040313,3.97111137957784,4.3512606164385,4.50952533162991
"3",3.68830572687058,3.19992060960666,2.5049781200808,4.09206650335866,3.595769444064,5.92421980577128,3.47418528093777,4.26779243752746,5.78011743527781,3.98604057054912,3.38141411764252,4.1447986051986,2.47814922170596,2.6323816322303,3.0311012429235,4.8479842500031,4.07900913560205,5.18041930548404,5.32782453459681,3.51584537034289,5.88287742378131
"4",6.71960921288754,2.16987161020965,2.92648779725459,3.45452166342151,3.41493684691124,5.73302319618776,4.49957973413281,4.91487342269019,2.93278651471364,4.35713399229179,2.96901426375863,6.10920713729606,8.12567661141755,3.64868927367974,4.07045708888536,1.99427584602818,4.83658551665142,3.12753451728543,3.73575858611061,4.00780628288106,3.31044625320166
"5",10.031889810215,2.03597536721968,2.10568535822947,4.05239473918833,5.65924222079408,12.2365454160875,6.36339474571713,5.1237162200658,3.65293882075089,4.84151602505528,3.52984160911703,7.41151594977434,3.83940727800682,3.8261879721023,4.26233443659191,3.64070738752588,4.43476089004351,5.16947222928998,4.57845451939557,5.32385518633254,6.34883924415959
"6",5.66347125408029,3.88107819367465,2.44360889033764,5.92184466987573,3.9947539985975,12.3316360877548,3.60264392674322,6.06509981618954,4.85713229014452,6.77604094512178,3.06605892770774,4.00710886504123,3.07102075555052,3.08536819402276,2.91647588877717,3.64183982360808,6.43290998733487,8.12704996681014,5.13142295570559,2.77287863778074,4.38597828937261
"7",3.65923094127809,1.78968745775257,2.37732522347203,4.10461109880058,3.99715476791875,5.8549883072858,4.77606984430342,5.10588604138041,4.01668726712413,5.19015727403014,3.48282240153804,6.15047306501009,6.04781469890923,3.12872320623859,4.33122105021199,3.56102348738068,3.66084867884781,3.17374728950202,4.37761869674309,4.75796473440201,6.19676263478217
"8",6.02991551583511,3.53566711974391,2.16525686768801,5.9804451201494,4.04753882959558,8.28155704805398,3.98099584376579,4.74297653693294,4.35497992217033,3.57624368655754,3.5712190211018,5.43504065083683,3.8328168391112,3.7097333473254,3.57561432305432,4.54020742801666,3.08117186416091,4.14379900033222,3.60347983709608,3.4537375760012,5.1121793470574
"9",3.35905941911885,2.0188256884164,2.26710797632329,3.57038202546298,4.34179996234566,7.43129398230316,3.96600622623779,5.53907212350625,3.41108014771966,10.0882663402074,2.93233783270193,5.72672033787956,4.25083272909087,2.85332505443993,4.10007677850681,3.49834150333484,7.49767520631853,6.61248811612872,6.88609389182625,5.95215298306275,4.54854317329341
"10",6.42905139903472,4.99210667485266,3.05235370632993,5.78207722725434,3.62966007267242,5.81715319312736,4.96767041080567,3.74362727109864,4.65952494589485,4.35648395639402,3.25496329793189,4.53018464885107,3.79712803225355,3.86607198255091,3.79453927380253,3.7722664454931,3.34282079513829,4.95807222067275,3.91289692030549,3.65225213280328,5.12488968543685
