"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.0531192889904053,0.0973350757572083,0.0562508631558981,0.0799215801195829,0.0965780700937795,0.0513858640054669,0.0972764882351615,0.0854963323377784
"2",0.0786906878435912,0.128847568821341,0.0768538498586312,0.101040459746837,0.155548595109021,0.0409641956864749,0.118830646012839,0.0867695107533976
"3",0.064659759732457,0.0592382205370239,0.0717125945899574,0.0636155078260743,0.0762788172921546,0.0691859428213725,0.0700066108094245,0.0708286491828045
"4",0.103101385408965,0.1003536765775,0.0955695373709428,0.103211802423231,0.0973954670012394,0.120486097340924,0.0986776487318379,0.0942892337162287
"5",0.0754062297132601,0.0764857415926968,0.0756859187070697,0.0755074210654706,0.0758134862704227,0.0746144688704107,0.0764440000033851,0.0759374225671791
"6",0.0610413178262601,0.0621658935747287,0.0629931283057191,0.0618931426777677,0.0627107357918522,0.0602890801838623,0.0638323714262988,0.0631483159870779
"7",0.0743662794730381,0.0987620407910053,0.0622617258482897,0.086535719685771,0.0658145521283233,0.0754987013560477,0.0740050395116511,0.0607340596769875
"8",0.0545494993368404,0.0775069380061598,0.0624162751081152,0.0790520808485463,0.0891734609179296,0.0553373391381406,0.0897237189144222,0.0695441257129504
"9",0.0563606940731855,0.0681457896616523,0.076063839343738,0.0750327948750813,0.0654896553481748,0.0635466277236922,0.0720628064869687,0.0594196163899317
"10",0.0827396588032557,0.0823484884678213,0.0845847575222291,0.0810965322528138,0.0834936893882147,0.0797604315784881,0.083121597047123,0.0812513675188955
"11",0.0676415439801215,0.0482390978079683,0.0633577422967493,0.0436721998849821,0.0449981456956856,0.0649630135848375,0.0597913059856184,0.0674938036807276
"12",0.0650564377497191,0.0804194780880817,0.0454232482666953,0.115738857934628,0.0790022980354081,0.0470253717384354,0.152486332097817,0.0649489834033184
"13",0.0428490761283942,0.0596608545822213,0.0601904696004883,0.0791238651133723,0.0699221377750127,0.0625850266521944,0.0746677907782778,0.086698775038084
"14",0.0445581000169889,0.0620701105507137,0.0675474973410281,0.0868138164612594,0.0741813913624918,0.0643996687076606,0.0776969395463861,0.0879216355247865
"15",0.0429239052280053,0.0597743084375984,0.0528648670274703,0.0676887958377534,0.0646501019275551,0.0554666314941257,0.063496528122502,0.0562558428959625
"16",0.110502849073415,0.0933632563399581,0.0672133885723756,0.0644991505369229,0.0739455720950989,0.0529992059656231,0.0759694870699815,0.0756099385600323
"17",0.0580109425941058,0.0763948618502078,0.0479027622636949,0.0684743629679889,0.0783803249441061,0.0637000223877423,0.0778163734605202,0.0630935435991212
"18",0.0770437636014304,0.0786238412432463,0.0757700505939707,0.082088104200908,0.0800713139433302,0.0796256780192463,0.0817478587353304,0.0788243554749672
"19",0.0669774733921936,0.0788018562392053,0.0698747175589296,0.0734368146109394,0.0745080403967758,0.0677110760166406,0.0744048643339942,0.0712016871390383
"20",0.0533896320244793,0.0696784494377514,0.0786358240071354,0.0848385856560173,0.0817894845035292,0.0676760177843185,0.0540079452618482,0.0833077674602225
"21",0.0629354070658149,0.0577856675047562,0.0555215833878649,0.0652440218159495,0.0731290943782347,0.068252391368758,0.0743634572489151,0.0605246591590115
"22",0.0660757698083605,0.0631856495182216,0.0556781111413763,0.0454174383837141,0.0908179826860402,0.0441601322462744,0.0686435882905273,0.0777390144686624
"23",0.0720448205925135,0.0586748572511863,0.0564106548141219,0.0435547824896912,0.0907561566497557,0.0434912570028026,0.0734238784831444,0.0757835532798995
"24",0.0565568383494108,0.0520381083354528,0.0570523768653332,0.0523421274586155,0.067704056711044,0.0579978563407163,0.0707717166684245,0.0725234199535846
"25",0.0449125775068712,0.0471385667309113,0.0473214888800424,0.0387429891498571,0.0515868267361024,0.044401185726442,0.06018464906024,0.0712971150994252
"26",0.0616000599326954,0.0576783654457167,0.0566503090051797,0.0513162028457507,0.0591132047312911,0.0597500453113169,0.0604130853404804,0.0728211531170099
"27",0.0880238530449467,0.067096899607174,0.0661403228185218,0.0569541148033232,0.0739234910953868,0.0410761501970604,0.0697558039555586,0.109992765098345
"28",0.0572072700942373,0.0574023060718149,0.0573602472679838,0.0573347645050457,0.0575092951784143,0.0569824901720143,0.0574122328044319,0.0579767045430162
"29",0.0702722445974689,0.0721023365106105,0.0785001267590893,0.0821732367267295,0.0695334561639482,0.0706580506856604,0.0731578496707705,0.0803969403443857
"30",0.0629856620567209,0.0630156447814617,0.0635130226591202,0.0628457693410248,0.0630086329999548,0.0630352604976914,0.0630933036904574,0.0631318794979654
"31",0.0894095691745364,0.0899105748897922,0.0943182733049193,0.0921245678783083,0.0887640936081559,0.0904376324595506,0.0922874467322027,0.0896451801336215
"32",0.0618890476645321,0.065582551992789,0.0579118020348694,0.0664661331350474,0.0646590884201862,0.0556687004172948,0.0625762991607951,0.0598314739215309
"33",0.0597948252233348,0.0731636838942312,0.0652612703349027,0.0597791419358708,0.0670967888142759,0.0647435553308591,0.0724906088024238,0.0682798436553067
"34",0.073877082587542,0.0801457265199346,0.0622111834250435,0.059340956834884,0.0768512390373358,0.0451532757326837,0.0730009422848567,0.0912228077751808
"35",0.0682826174395253,0.0677763145970643,0.075114432614293,0.0761081052987111,0.0814927304407817,0.0604462209280674,0.0696337112732337,0.0738070791739281
"36",0.0967292940130657,0.131929756941954,0.0929429739210048,0.0922219616159562,0.096136803857121,0.0554982526758601,0.0971890520183254,0.0973739699486346
"37",0.0726484953501073,0.0880283325294333,0.0706361018626639,0.0753118118785383,0.107174098669449,0.0914738111100473,0.0858560654590876,0.0833815758895387
"38",0.0581256337197063,0.0579647465103582,0.0579068532748594,0.0579615478419717,0.0579392464581904,0.0580697031253975,0.0580466555470104,0.0579987519094541
"39",0.0612691649414617,0.0611380063388681,0.0610357687971393,0.0611697620120966,0.0610746878538359,0.0612607084440115,0.0612204519875674,0.0611692055369275
"40",0.0539827388911146,0.0540172415285457,0.0539819978904836,0.0541865309454056,0.0538901891281252,0.0539956760297213,0.0539546151722152,0.0541200165249195
"41",0.0762178210069236,0.0528585985927515,0.0650302213973006,0.0446639275928888,0.0934466666024515,0.0633009920441231,0.0782460480900933,0.0550289438491295
"42",0.0721120648977828,0.0802002759098177,0.0718279792166839,0.0787777227381578,0.0770391274862406,0.0750103475192136,0.0658874469761785,0.0824834084333554
"43",0.0600100745672967,0.0570336421203735,0.060409015536958,0.0567554550289794,0.0580673461407568,0.0622967369644055,0.0582637598707048,0.0575207636014917
"44",0.0787944303849275,0.0853664989392313,0.076321477887874,0.0787697474672937,0.0812643358412167,0.0755546360711343,0.0777887356238611,0.0750775581130232
"45",0.0852569163402064,0.105224187970074,0.0807949319421995,0.101561849489034,0.107649731843877,0.0561751033630958,0.0619173864139423,0.0640554571207404
"46",0.0753041239893043,0.147574837423186,0.0576425853587305,0.118304807622736,0.095538191631771,0.0385187103106703,0.0599255565256576,0.0558094389184129
"47",0.0684039325702927,0.151804969057821,0.056073075126933,0.188643889961781,0.0948018501863511,0.0660437619899146,0.101726376476475,0.0624436097593906
"48",0.0700601987235538,0.150311883698094,0.0581440385771979,0.169783840290308,0.102749748928123,0.0642587556930373,0.0898374977271244,0.0651866615979685
"49",0.0597474498491522,0.170639893129945,0.0451470245486512,0.196636095965741,0.127295483913585,0.0731916132736774,0.0825778682906746,0.0670422436282051
"50",0.0606193287077284,0.115105941011808,0.0831396078106969,0.0788297796930319,0.0915693451424729,0.0517799297159848,0.108723930509725,0.0802748872115683
"51",0.0619175606650423,0.119802369298359,0.0770980507651629,0.0844257510969728,0.0925388667079349,0.058589653494039,0.105796920070412,0.0907096264059514
"52",0.0527912522281047,0.126321523676604,0.0647414723791853,0.0742748482472643,0.0876691202706922,0.0445911906944485,0.112230036207791,0.0917904643554274
"53",0.0561725584831774,0.223580749751349,0.0693061974994493,0.0974313874928465,0.0506614121292431,0.0669496075691407,0.0879820705015429,0.0521505477130892
"54",0.0533312893741493,0.20906625366065,0.0760924474790455,0.135484850421639,0.052168197354673,0.0435006595202996,0.0760145187752767,0.0648643155965397
"55",0.0695308747359561,0.109166918330998,0.0697961438336082,0.0905837065880434,0.0856877945324601,0.0718477156592182,0.0832441753400959,0.0768876701787409
"56",0.0633623297071316,0.119474492515532,0.0637346236939014,0.0824254107913031,0.0912269529202578,0.0713867544004375,0.0741326512220783,0.0722315001083774
"57",0.0562144567612305,0.070615576913295,0.0693955678783295,0.0736623491242204,0.0643532899553929,0.050876490331353,0.0886593709431864,0.0528806814210043
"58",0.0651518080049005,0.0656833707275813,0.0480361138254156,0.0616630916717811,0.0577135355396572,0.0494360746665652,0.0751523246130034,0.0748704150293707
"59",0.0571010561163253,0.0483797831669813,0.0609854822502985,0.051649649134445,0.0644791812033515,0.0504171206966492,0.0658442546441888,0.0681850443364683
